mention_uid,llm_primary_label,llm_secondary_label,llm_confidence,llm_contains_multiple_functions,llm_rationale
Stage4000/420th#1:issue_comment:3703163707,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703172778,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703179007,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3703182814,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703186105,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703187675,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703188026,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3703191402,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3703192396,Suggestion,Other,0.8,False,
Stage4000/420th#1:issue_comment:3704016738,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3704052095,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704055023,Suggestion,Justification,0.8,False,
Stage4000/420th#1:issue_comment:3704058050,Suggestion,Justification,0.8,False,
Stage4000/420th#1:issue_comment:3704065125,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704070108,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704085964,Suggestion,,,False,
Stage4000/420th#1:issue_comment:3704092772,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704101153,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704118192,Critique,None,1.0,False,
Stage4000/420th#1:issue_comment:3704342154,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3704348812,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704356147,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704362218,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704364765,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3704366838,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704371260,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704372058,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704423031,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3704427209,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3704431643,Suggestion,Other,0.9,False,
Stage4000/420th#1:issue_comment:3704435325,Critique,Suggestion,0.8,True,
TBog/Crypto-calculator#125:issue_comment:3703054817,Suggestion,,1.0,False,
THEDEV077/SpringBootProject1#3:issue_comment:3661250134,Suggestion,,1.0,False,
THEDEV077/SpringBootProject1#3:issue_comment:3670406370,Suggestion,,1,False,
THEDEV077/SpringBootProject1#3:issue_comment:3670458821,Suggestion,,1,False,
THEDEV077/SpringBootProject1#3:issue_comment:3670520243,Suggestion,,1,False,
THEDEV077/SpringBootProject1#3:issue_comment:3670598575,Suggestion,Other,1,False,
THEDEV077/SpringBootProject1#3:issue_comment:3670647138,Suggestion,,1.0,False,
THEDEV077/SpringBootProject1#3:issue_comment:3670699754,Critique,,0.8,False,
THEDEV077/SpringBootProject1#3:issue_comment:3702883322,Suggestion,,1,False,
THEDEV077/SpringBootProject1#3:issue_comment:3702974281,Suggestion,,1.0,False,
THEDEV077/SpringBootProject1#3:issue_comment:3703064789,Suggestion,,1,False,
THEDEV077/SpringBootProject1#3:issue_comment:3703070409,Suggestion,,1.0,False,
THEDEV077/SpringBootProject1#3:issue_comment:3703073983,Suggestion,,1.0,False,
THEDEV077/SpringBootProject1#3:issue_comment:3703416819,Suggestion,,1,False,
THEDEV077/SpringBootProject1#3:issue_comment:3703485672,Suggestion,,1,False,
Tbearden10/cheapraidbanners#28:issue_comment:3702965411,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3702961368,Suggestion,,1.0,False,
Xenthio/UITest#30:issue_comment:3702965470,Suggestion,,1.0,False,
Xenthio/UITest#30:issue_comment:3703025583,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703042510,Critique,Explanation,0.9,True,
Xenthio/UITest#30:issue_comment:3703062328,Critique,Other,0.8,False,
Xenthio/UITest#30:issue_comment:3703077359,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703094960,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703099694,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703106842,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703139407,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703146866,Suggestion,,1.0,False,
Xenthio/UITest#30:issue_comment:3703156185,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703170260,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703180743,Suggestion,,1.0,False,
Xenthio/UITest#30:issue_comment:3703183002,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703191020,Suggestion,,1,False,
Xenthio/UITest#30:issue_comment:3703196152,Critique,None,1,False,
Xenthio/UITest#30:issue_comment:3703207326,Suggestion,None,1,False,
Yasser1728/tec-ecosystem#120:issue_comment:3703053083,Suggestion,,1,False,
Yasser1728/tec-ecosystem#120:issue_comment:3703055872,Suggestion,,1,False,
YvedD/BirdNET-Pi-MigCount#21:issue_comment:3707092615,Suggestion,Explanation,0.8,False,
YvedD/BirdNET-Pi-MigCount#21:issue_comment:3707107883,Suggestion,,1,False,
YvedD/BirdNET-Pi-MigCount#21:issue_comment:3707127680,Critique,Other,0.7,False,
algesten/str0m#810:issue_comment:3702890182,Suggestion,None,1,False,
algesten/str0m#810:issue_comment:3702911133,Suggestion,,1.0,False,
algesten/str0m#810:issue_comment:3702921582,Suggestion,,1,False,
algesten/str0m#810:issue_comment:3702931928,Suggestion,,1.0,False,
algesten/str0m#810:issue_comment:3702956416,Suggestion,,1.0,False,
algesten/str0m#810:issue_comment:3702968042,Suggestion,,1.0,False,
algesten/str0m#810:issue_comment:3702978535,Suggestion,,1,False,
algesten/str0m#810:issue_comment:3702981764,Suggestion,,1.0,False,
algesten/str0m#810:issue_comment:3702986065,Suggestion,,1,False,
algesten/str0m#810:issue_comment:3702993150,Suggestion,,1,False,
algesten/str0m#810:issue_comment:3703012039,Suggestion,,,,
algesten/str0m#810:issue_comment:3703020529,Suggestion,,1,False,
algesten/str0m#810:issue_comment:3703035792,Suggestion,,1,False,
algesten/str0m#810:issue_comment:3703051170,Suggestion,,1,False,
algesten/str0m#810:issue_comment:3703062874,Suggestion,,1.0,False,
algesten/str0m#810:issue_comment:3703065097,Suggestion,,1,False,
anassgono3-ctrl/LiquidBot#186:issue_comment:3702999772,Suggestion,,1,False,
anassgono3-ctrl/LiquidBot#186:issue_comment:3703041277,Critique,Justification,0.7,True,
andersaamodt/wizardry#769:issue_comment:3702939502,Suggestion,,,False,
andersaamodt/wizardry#771:issue_comment:3703035544,Suggestion,,1,False,
andersaamodt/wizardry#771:issue_comment:3703056768,Suggestion,,1,False,
andersaamodt/wizardry#771:issue_comment:3703084633,Suggestion,,1.0,False,
arcade-cabinet/protocol-silent-night#64:issue_comment:3702734653,Explanation,Justification,0.8,False,
arcade-cabinet/protocol-silent-night#64:issue_comment:3702922733,Explanation,Justification,0.8,False,
arcade-cabinet/protocol-silent-night#64:issue_comment:3704123338,Explanation,,1.0,False,
arcade-cabinet/protocol-silent-night#68:issue_comment:3702985149,Explanation,Justification,0.8,False,
arcade-cabinet/protocol-silent-night#68:issue_comment:3703112467,Explanation,,1,False,
arcade-cabinet/protocol-silent-night#68:issue_comment:3704087088,Explanation,,1.0,False,
arcade-cabinet/protocol-silent-night#69:issue_comment:3702969398,Explanation,Justification,0.9,False,
arcade-cabinet/protocol-silent-night#69:issue_comment:3703934885,Critique,Justification,0.8,False,
arcade-cabinet/protocol-silent-night#69:issue_comment:3703938627,Critique,,1.0,False,
arcade-cabinet/protocol-silent-night#69:issue_comment:3706258360,Explanation,,1.0,False,
arcade-cabinet/protocol-silent-night#69:issue_comment:3707021769,Explanation,Justification,0.9,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3703322039,Explanation,Other,0.8,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3703564603,Explanation,,1.0,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3703787661,Explanation,,1,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3704478792,Explanation,Justification,0.8,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3705516946,Explanation,Justification,0.8,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3706124889,Explanation,,1.0,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3706990190,Explanation,,0.8,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3707795885,Explanation,None,1,False,
arcade-cabinet/protocol-silent-night#70:issue_comment:3708167659,Explanation,,1,False,
ardallie/plan-and-jam-with-claude-code#2:issue_comment:3702971609,Explanation,,0.85,False,
ardallie/plan-and-jam-with-claude-code#2:review_comment:2655936915,Justification,None,0.75,False,
ardallie/plan-and-jam-with-claude-code#2:review_comment:2655936991,Justification,,0.8,false,
ardallie/plan-and-jam-with-claude-code#2:review_comment:2655937140,Explanation,,0.9,False,
ardallie/plan-and-jam-with-claude-code#2:review_comment:2655937255,Justification,Explanation,0.8,False,
ardallie/plan-and-jam-with-claude-code#2:review_comment:2655937347,Explanation,Other,0.75,False,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703065733,Suggestion,,1,False,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703091169,Suggestion,,1,False,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703106007,Suggestion,,1,False,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703124162,Suggestion,,1,False,
badMade/mothership#882:issue_comment:3704372181,Justification,,0.8,False,
badMade/mothership#910:review_comment:2655496874,Justification,Explanation,0.9,False,
bberardi/finance-calculator#27:issue_comment:3701342255,Suggestion,,1.0,False,
bberardi/finance-calculator#27:issue_comment:3701407305,Suggestion,,1.0,False,
bberardi/finance-calculator#27:review_comment:2654819398,Suggestion,,1,False,
bberardi/finance-calculator#27:issue_comment:3701474158,Suggestion,Other,1,False,
bberardi/finance-calculator#27:review_comment:2654832987,Suggestion,,1.0,False,
bberardi/finance-calculator#27:issue_comment:3702455505,Suggestion,,1.0,False,
bberardi/finance-calculator#27:issue_comment:3702491095,Suggestion,,1,False,
bberardi/finance-calculator#27:issue_comment:3703063927,Suggestion,,1.0,False,
bberardi/finance-calculator#27:review_comment:2656737006,Suggestion,None,high,false,
bdossantos/bds.home.arpa#146:issue_comment:3702959980,Suggestion,,1,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703008850,Suggestion,,1,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703231785,Suggestion,,1.0,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703250323,Suggestion,Justification,high,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703270016,Suggestion,,1,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703294646,Suggestion,,1,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703337270,Suggestion,Justification,0.8,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3745895120,Critique,,1,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3745952472,Suggestion,,1,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3746399760,Critique,,1,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3749002151,Suggestion,,1.0,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3750928096,Critique,Other,0.8,True,
carstenartur/eclipse.jdt.ui#43:issue_comment:3750978534,Critique,Explanation,0.8,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3751063743,Critique,Explanation,0.8,False,
carstenartur/eclipse.jdt.ui#43:issue_comment:3751162974,Suggestion,Justification,0.8,False,
chethanreddy1/infer#1:issue_comment:3703060640,Other,,1.0,False,
chippr-robotics/prediction-dao-research#371:issue_comment:3703060702,Suggestion,,1.0,False,
chippr-robotics/prediction-dao-research#371:issue_comment:3704251917,Suggestion,,1.0,False,
chippr-robotics/prediction-dao-research#371:issue_comment:3706670495,Suggestion,,1.0,False,
cjempey/the-next-step#11:issue_comment:3703001051,Suggestion,,1.0,False,
control-toolbox/CTParser.jl#201:issue_comment:3702970940,Critique,,1.0,False,
curtcox/Viewer#658:issue_comment:3702942816,Suggestion,,1,False,
curtcox/Viewer#658:issue_comment:3702951156,Suggestion,,1,False,
curtcox/Viewer#658:issue_comment:3702973042,Suggestion,,1.0,False,
curtcox/Viewer#658:issue_comment:3702984231,Suggestion,,1.0,False,
curtcox/Viewer#658:issue_comment:3702994218,Suggestion,,1.0,False,
curtcox/Viewer#658:issue_comment:3703031883,Suggestion,,1.0,False,
daisytuner/sdfglib#423:issue_comment:3702794918,Suggestion,,1.0,False,
daisytuner/sdfglib#423:issue_comment:3702863889,Suggestion,,1.0,False,
daisytuner/sdfglib#423:issue_comment:3702940966,Suggestion,,1,False,
daisytuner/sdfglib#423:issue_comment:3703230916,Suggestion,,1,False,
daisytuner/sdfglib#423:issue_comment:3703260252,Suggestion,,1.0,False,
daisytuner/sdfglib#423:issue_comment:3703292626,Suggestion,,1,False,
daisytuner/sdfglib#423:issue_comment:3709508009,Suggestion,,1,False,
damianGG/posadzki-zywiczne#38:issue_comment:3702977767,Suggestion,None,high,false,
damianGG/posadzki-zywiczne#38:issue_comment:3703434099,Suggestion,,1,False,
damianGG/posadzki-zywiczne#38:issue_comment:3703440038,Suggestion,,1,False,
damianGG/posadzki-zywiczne#38:issue_comment:3703457574,Suggestion,,1,False,
damianGG/posadzki-zywiczne#38:issue_comment:3703482253,Suggestion,,1.0,False,
dawgg20sum-sketch/parser#1:issue_comment:3703016835,Suggestion,,1.0,False,
dbosk/ladok3#122:review:3621473893,Suggestion,,1,False,
dbosk/ladok3#122:review_comment:2655980619,Critique,Other,0.8,False,
dbosk/ladok3#122:review_comment:2655981608,Suggestion,,1,False,
dbosk/ladok3#122:review:3621530895,Suggestion,Other,1.0,False,
debian1313-ui/xiaoshiliu#15:issue_comment:3702947515,Suggestion,,1.0,False,
debian1313-ui/xiaoshiliu#15:issue_comment:3702953922,Suggestion,,1,False,
debian1313-ui/xiaoshiliu#15:issue_comment:3702958954,Suggestion,,1.0,False,
debian1313-ui/xiaoshiliu#15:issue_comment:3702961478,Suggestion,,1.0,False,
demaconsulting/DotnetToolWrapper#28:issue_comment:3702947644,Suggestion,,1.0,False,
develop4God/habitus_faith#43:issue_comment:3696672151,Suggestion,Other,1,False,
develop4God/habitus_faith#43:issue_comment:3696784651,Suggestion,,1,False,
develop4God/habitus_faith#43:issue_comment:3703063417,Suggestion,,1,False,
dfinke/Powershell-interpreter-in-Rust#13:issue_comment:3703025559,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2654777688,Suggestion,,1,False,
dotnet/runtime#122791:issue_comment:3701420306,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2654792526,Suggestion,,1.0,False,
dotnet/runtime#122791:issue_comment:3701431929,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2654802504,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2654876749,Suggestion,None,1,False,
dotnet/runtime#122791:review_comment:2654879788,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2654881074,Suggestion,None,1.0,False,
dotnet/runtime#122791:review_comment:2654884755,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2654909215,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655437951,Suggestion,,1,False,
dotnet/runtime#122791:issue_comment:3702267621,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655488111,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655492394,Suggestion,,1.0,False,
dotnet/runtime#122791:issue_comment:3702333329,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655525825,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2655527598,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2655562667,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655569167,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2655574530,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655634355,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655636719,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655642227,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655737126,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2655740005,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2655760767,Suggestion,,1,False,
dotnet/runtime#122791:issue_comment:3702730117,Suggestion,,1.0,False,
dotnet/runtime#122791:issue_comment:3702741018,Suggestion,,1.0,False,
dotnet/runtime#122791:issue_comment:3702844829,Suggestion,,1,False,
dotnet/runtime#122791:issue_comment:3702848905,Suggestion,,1.0,False,
dotnet/runtime#122791:issue_comment:3702995325,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2655984311,Suggestion,,1.0,False,
dotnet/runtime#122791:review_comment:2655984581,Suggestion,,1.0,False,
dotnet/runtime#122791:issue_comment:3703138275,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2656025882,Suggestion,Justification,0.7,False,
dotnet/runtime#122791:issue_comment:3703163539,Suggestion,,1,False,
dotnet/runtime#122791:review_comment:2656195166,Suggestion,,1.0,False,
dotnet/runtime#122805:issue_comment:3703069136,Suggestion,,1,False,
dotnet/runtime#122805:review_comment:2657927623,Suggestion,,1,False,
egirard/Ashardalon#316:review:3621476555,Suggestion,,1.0,False,
egirard/Ashardalon#318:issue_comment:3703023205,Suggestion,,1.0,False,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702846362,Suggestion,,1,False,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702862135,Suggestion,,1,False,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702950680,Suggestion,,1.0,False,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702963875,Suggestion,,1,False,
erikohliv/fotbollsplan-bevattning#62:issue_comment:3703033416,Suggestion,,1,False,
finos/morphir-dotnet#373:issue_comment:3703029283,Suggestion,,1.0,False,
finos/morphir-dotnet#373:issue_comment:3703037540,Suggestion,Critique,0.8,False,
finos/morphir-dotnet#373:issue_comment:3703059036,Suggestion,,1,False,
fmidue/modelling-tasks#521:issue_comment:3702304772,Suggestion,,1,False,
fmidue/modelling-tasks#521:issue_comment:3702388891,Critique,Suggestion,0.9,True,
fmidue/modelling-tasks#521:issue_comment:3702445262,Suggestion,,1.0,False,
fmidue/modelling-tasks#521:issue_comment:3702498328,Suggestion,,1.0,False,
fmidue/modelling-tasks#521:issue_comment:3702523947,Suggestion,,1.0,False,
fmidue/modelling-tasks#521:issue_comment:3702694769,Suggestion,,1,False,
fmidue/modelling-tasks#521:issue_comment:3702832318,Suggestion,,1,False,
fmidue/modelling-tasks#521:issue_comment:3702973394,Suggestion,,1,False,
fmidue/modelling-tasks#521:issue_comment:3703468714,Suggestion,,1,False,
fmidue/modelling-tasks#521:issue_comment:3703486740,Suggestion,,1.0,False,
fmidue/modelling-tasks#521:issue_comment:3703537225,Suggestion,,1,False,
franaraujo77/investments-planner#25:issue_comment:3703053676,Explanation,,0.95,False,
frankbria/narrative-modeling-app#131:issue_comment:3702875913,Explanation,Justification,0.8,False,
franznoel/pang-daily-planner#38:issue_comment:3702969725,Suggestion,,1,False,
franznoel/pang-daily-planner#38:issue_comment:3703016785,Suggestion,None,1.0,False,
franznoel/pang-daily-planner#38:issue_comment:3740261773,Suggestion,,1,False,
franznoel/pang-daily-planner#38:issue_comment:3740319606,Suggestion,,1.0,False,
franznoel/pang-daily-planner#38:issue_comment:3740427074,Suggestion,None,high,false,
franznoel/pang-daily-planner#38:issue_comment:3740501287,Suggestion,,1.0,False,
franznoel/pang-daily-planner#38:issue_comment:3740573271,Suggestion,Other,1,False,
freenet/freenet-core#2520:issue_comment:3702980269,Other,,1.0,False,
freenet/freenet-core#2520:issue_comment:3703035407,Justification,Other,0.7,False,
freenet/freenet-core#2521:issue_comment:3702976317,Explanation,Other,0.8,False,
freenet/freenet-core#2521:issue_comment:3703008881,Explanation,None,1,False,
freenet/freenet-core#2523:issue_comment:3703006768,Justification,Explanation,0.9,False,
freenet/freenet-core#2523:issue_comment:3703033385,Other,,1.0,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694286891,Suggestion,None,1,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694718258,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694975097,Suggestion,Justification,0.8,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694993816,Suggestion,Justification,0.9,True,
fritz-net/AoE2-Civbuilder#186:issue_comment:3695003104,Critique,,1.0,False,
fritz-net/AoE2-Civbuilder#186:review_comment:2650714459,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697187752,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697365877,Suggestion,Justification,0.8,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697626910,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697828263,Suggestion,,1.0,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3702099028,Suggestion,Other,0.8,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3702302435,Suggestion,,1.0,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3702941875,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#186:issue_comment:3702958269,Critique,Suggestion,0.8,True,
fritz-net/AoE2-Civbuilder#186:review:3621483395,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3694954222,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3694968841,Suggestion,Explanation,0.8,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3694979043,Suggestion,None,1.0,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3697134549,Suggestion,,1.0,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702306208,Critique,,1.0,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702972213,Suggestion,,1.0,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702982466,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702988650,Suggestion,Explanation,0.8,False,
fritz-net/AoE2-Civbuilder#209:issue_comment:3702960865,Suggestion,,1,False,
fritz-net/AoE2-Civbuilder#209:issue_comment:3702973566,Suggestion,Other,1.0,False,
fritz-net/AoE2-Civbuilder#209:issue_comment:3702980151,Suggestion,,1.0,False,
fzymgc-house/router-hosts#195:issue_comment:3702954054,Explanation,,1.0,False,
fzymgc-house/router-hosts#195:issue_comment:3702956689,Explanation,,1,False,
georgi/shinmun#6:issue_comment:3703037434,Suggestion,,1.0,False,
georgi/shinmun#6:issue_comment:3703046394,Suggestion,,1.0,False,
githubnext/gh-aw#8355:issue_comment:3702943097,Suggestion,,1,False,
githubnext/gh-aw#8362:issue_comment:3702988912,Suggestion,,1,False,
githubnext/gh-aw#8362:review_comment:2655966505,Suggestion,,1,False,
goataka/attendance-kit#7:issue_comment:3701051691,Suggestion,,1,False,
goataka/attendance-kit#7:issue_comment:3701252626,Suggestion,,1,False,
goataka/attendance-kit#7:issue_comment:3701410473,Suggestion,,1,False,
goataka/attendance-kit#7:issue_comment:3701568693,Suggestion,,1,False,
goataka/attendance-kit#7:review_comment:2655066531,Suggestion,,1,False,
goataka/attendance-kit#7:issue_comment:3702991310,Suggestion,,1,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702758028,Suggestion,Justification,1,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702772614,Critique,,1,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702816847,Critique,,1,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702828856,Suggestion,,1.0,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702839158,Critique,Justification,0.9,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702865266,Critique,Other,0.8,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702877591,Suggestion,None,1,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702884551,Suggestion,,1.0,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702893302,Critique,Justification,0.8,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702908201,Suggestion,,1.0,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702916904,Suggestion,,1,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702923250,Suggestion,,1.0,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702933201,Suggestion,,1.0,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702942324,Critique,,1,False,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702952015,Suggestion,,1.0,False,
heimgewebe/semantAH#198:issue_comment:3702997831,Suggestion,,1.0,False,
heimgewebe/semantAH#198:issue_comment:3703387187,Critique,Other,0.8,True,
heimgewebe/semantAH#199:issue_comment:3703037708,Critique,Other,0.8,False,
heimgewebe/semantAH#199:issue_comment:3703053402,Suggestion,,0.8,False,
heimgewebe/semantAH#199:issue_comment:3703116708,Critique,,1.0,False,
heyns1000/omnigrid#31:issue_comment:3702893341,Suggestion,Justification,0.8,False,
heyns1000/omnigrid#31:issue_comment:3702925002,Suggestion,Other,0.8,False,
heyns1000/omnigrid#31:issue_comment:3702953168,Suggestion,,1.0,False,
heyns1000/omnigrid#31:issue_comment:3702955528,Suggestion,,1.0,False,
heyns1000/omnigrid#31:issue_comment:3702958013,Suggestion,,1,False,
heyns1000/omnigrid#31:issue_comment:3702967268,Suggestion,,1.0,False,
heyns1000/omnigrid#31:issue_comment:3702973878,Suggestion,,1,False,
heyns1000/omnigrid#31:issue_comment:3702977122,Suggestion,Other,0.8,True,
impakt73/ai-rust-hw-dev#40:review:3621282927,Other,,1.0,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3702731327,Suggestion,,1.0,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3702754355,Suggestion,,1,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3702965594,Suggestion,,1.0,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3703216024,Suggestion,,1,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3703244141,Suggestion,,1,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3703262839,Suggestion,,1.0,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3703611034,Suggestion,,1.0,False,
impakt73/ai-rust-hw-dev#40:issue_comment:3703628986,Suggestion,,1,False,
influxdata/docs-v2#6622:issue_comment:3647740861,Explanation,,1.0,False,
influxdata/docs-v2#6622:issue_comment:3703021628,Suggestion,,1,False,
influxdata/docs-v2#6622:issue_comment:3706392660,Suggestion,,1.0,False,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703052747,Suggestion,,1.0,False,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703056260,Suggestion,,1,False,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703058733,Suggestion,,1,False,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703064660,Suggestion,,1,False,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703326933,Suggestion,,1,False,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703453511,Suggestion,,1,False,
ivviiviivvi/.github#148:issue_comment:3703231678,Suggestion,None,1,False,
jacpalmer15-arch/zenith-project-management#31:issue_comment:3702970381,Suggestion,,1,False,
jaredlewiswechs/Newton-api#5:issue_comment:3703020867,Suggestion,,1.0,False,
jason-shprintz/dynastiest-league#29:review_comment:2655999507,Suggestion,,1.0,False,
jchoi2x/hocuspocus#3:issue_comment:3702972104,Suggestion,,1.0,False,
