mention_uid,repo_name,pr_number,invocation_user_login,invocation_speaker_role,invocation_location,invocation_timing_phase,invocation_order_label,invocation_body,invocation_addressing_mode,invocation_time,has_next_any_comment,has_next_human_comment,has_next_bot_comment,latency_to_next_any_comment_hours,latency_to_next_human_comment_hours,latency_to_next_bot_comment_hours,n_human_followups_captured,merged,pr_state,invocation_before_merge,time_to_merge_after_invocation_hours,time_to_close_after_invocation_hours,pr_total_comments,pr_ai_comments,pr_title,pr_language,uptake_label,uptake_secondary_label,uptake_notes,next_human_1_user_login,next_human_1_comment_type,next_human_1_created_at,next_human_1_contains_ai_reference,next_human_1_body,next_human_1_latency_hours,next_human_2_user_login,next_human_2_comment_type,next_human_2_created_at,next_human_2_contains_ai_reference,next_human_2_body,next_human_2_latency_hours,next_human_3_user_login,next_human_3_comment_type,next_human_3_created_at,next_human_3_contains_ai_reference,next_human_3_body,next_human_3_latency_hours
machi0x/Memoiz#12:issue_comment:3703071182,machi0x/Memoiz,12,machi0x,reviewer,issue_comment,middle,middle,"@copilot Instead of using human taking screenshot, Is it possible showing re-use actual composable (with demo data like ""②memo type"" for memo type label and some mock thumnail, etc) but read-only during tutoreal?",Talking-to-AI,2026-01-01T00:00:16Z,True,False,True,0.053,,0.053,0,True,closed,True,16.064,16.064,14,14,"Add first-run tutorial wizard, replay entry, and Japanese localization",Kotlin,,,,,,,,,,,,,,,,,,,,,
messerjon/TetrisClock#7:issue_comment:3702940302,messerjon/TetrisClock,7,messerjon,other_commenter,issue_comment,early,first,@copilot It does not appear to be updating the NTP clock. Can you give me a the instructions how to read the serial to help debug?,Talking-to-AI,2025-12-31T21:45:39Z,True,True,True,0.024,1.565,0.024,2,False,open,False,,-0.464,6,6,Add aggressive startup time sync retry for slow networks,Python,,,,messerjon,issue_comment,2025-12-31T23:19:32Z,True,"@copilot [DEBUG] Connecting to WiFi network: New Myra Connecting to AP New Myra [DEBUG] WiFi connected successfully! [DEBUG] TetrisClock.__init__() complete! [DEBUG] TetrisClock instance created, starting run()... [DEBUG] run() method starting... [DEBUG] Syncing time with network... [DEBUG] Time sync attempt 1/3... [DEBUG] Fetching time from http://worldtimeapi.org/api/timezone/America/Los_Angeles Retrieving data...[WARNING] Time sync attempt 1 failed: Repeated socket failures [DEBUG] Waiting 5 seconds before retry... [DEBUG] Time sync attempt 2/3... [DEBUG] Fetching time from http://worldtimeapi.org/api/timezone/America/Los_Angeles Retrieving data...[WARNING] Time sync attempt 2 failed: Repeated socket failures [DEBUG] Waiting 5 seconds before retry... [DEBUG] Time sync attempt 3/3... [DEBUG] Fetching time from http://worldtimeapi.org/api/timezone/America/Los_Angeles Retrieving data...[WARNING] Time sync attempt 3 failed: Repeated socket failures [WARNING] All time sync attempts failed, continuing with system time... [DEBUG] Entering main loop... [DEBUG] Updating display - Time: 00:00",1.565,messerjon,issue_comment,2026-01-01T00:04:30Z,True,"@copilot It appears that worldtimeapi.org is unreliable. Is there another alternative? Also, is there a way to change the time that the tetris blocks fall within the minute? Right now it seems that it takes about thirty seconds.",2.314,,,,,,
messerjon/TetrisClock#7:issue_comment:3703031671,messerjon/TetrisClock,7,messerjon,other_commenter,issue_comment,late,middle,"@copilot [DEBUG] Connecting to WiFi network: New Myra Connecting to AP New Myra [DEBUG] WiFi connected successfully! [DEBUG] TetrisClock.__init__() complete! [DEBUG] TetrisClock instance created, starting run()... [DEBUG] run() method starting... [DEBUG] Syncing time with network... [DEBUG] Time sync attempt 1/3... [DEBUG] Fetching time from http://worldtimeapi.org/api/timezone/America/Los_Angeles Retrieving data...[WARNING] Time sync attempt 1 failed: Repeated socket failures [DEBUG] Waiting 5 seconds before retry... [DEBUG] Time sync attempt 2/3... [DEBUG] Fetching time from http://worldtimeapi.org/api/timezone/America/Los_Angeles Retrieving data...[WARNING] Time sync attempt 2 failed: Repeated socket failures [DEBUG] Waiting 5 seconds before retry... [DEBUG] Time sync attempt 3/3... [DEBUG] Fetching time from http://worldtimeapi.org/api/timezone/America/Los_Angeles Retrieving data...[WARNING] Time sync attempt 3 failed: Repeated socket failures [WARNING] All time sync attempts failed, continuing with system time... [DEBUG] Entering main loop... [DEBUG] Updating display - Time: 00:00",Talking-to-AI,2025-12-31T23:19:32Z,True,True,True,0.03,0.749,0.03,1,False,open,False,,-2.029,6,6,Add aggressive startup time sync retry for slow networks,Python,,,,messerjon,issue_comment,2026-01-01T00:04:30Z,True,"@copilot It appears that worldtimeapi.org is unreliable. Is there another alternative? Also, is there a way to change the time that the tetris blocks fall within the minute? Right now it seems that it takes about thirty seconds.",0.749,,,,,,,,,,,,
mgradwohl/tasksmack#303:issue_comment:3702966723,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,"@copilot Just approved the workflows, results should be in soon",Talking-to-AI,2025-12-31T22:14:10Z,True,True,True,0.045,0.113,0.045,3,True,closed,True,23.778,23.778,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2025-12-31T22:20:58Z,True,"@copilot At the end of each phase, in the same set of steps where we run the CI workflows and ensure they pass, let's also make sure we do a clang-tidy run to ensure we address any issues that pop up",0.113,mgradwohl,issue_comment,2025-12-31T22:47:24Z,True,@copilot OK the code review agent has left comments. Let's address all of those in Phase 2. Let's go on Phase 2.,0.554,mgradwohl,issue_comment,2025-12-31T23:00:34Z,True,@copilot Go on phase 2,0.773
mgradwohl/tasksmack#303:issue_comment:3702990721,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot OK the code review agent has left comments. Let's address all of those in Phase 2. Let's go on Phase 2.,Talking-to-AI,2025-12-31T22:47:24Z,True,True,True,0.056,0.219,0.056,3,True,closed,True,23.224,23.224,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2025-12-31T23:00:34Z,True,@copilot Go on phase 2,0.219,mgradwohl,issue_comment,2025-12-31T23:03:11Z,True,@copilot You don't need to wait to start on phase 2 now. If there are CI Workflow issues we'll address them as part of Phase 2. Start on phase 2 work.,0.263,mgradwohl,issue_comment,2025-12-31T23:13:04Z,True,@copilot Great keep going,0.428
mgradwohl/tasksmack#303:issue_comment:3703002991,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot Go on phase 2,Talking-to-AI,2025-12-31T23:00:34Z,True,True,True,0.029,0.044,0.029,3,True,closed,True,23.005,23.005,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2025-12-31T23:03:11Z,True,@copilot You don't need to wait to start on phase 2 now. If there are CI Workflow issues we'll address them as part of Phase 2. Start on phase 2 work.,0.044,mgradwohl,issue_comment,2025-12-31T23:13:04Z,True,@copilot Great keep going,0.208,mgradwohl,issue_comment,2026-01-01T00:24:37Z,True,@copilot cI workflows are running. code review arre complete. Let's go with phase 3 and adress those ocmments during phase 3,1.401
mgradwohl/tasksmack#303:issue_comment:3703007539,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot You don't need to wait to start on phase 2 now. If there are CI Workflow issues we'll address them as part of Phase 2. Start on phase 2 work.,Talking-to-AI,2025-12-31T23:03:11Z,True,True,True,0.036,0.165,0.036,3,True,closed,True,22.961,22.961,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2025-12-31T23:13:04Z,True,@copilot Great keep going,0.165,mgradwohl,issue_comment,2026-01-01T00:24:37Z,True,@copilot cI workflows are running. code review arre complete. Let's go with phase 3 and adress those ocmments during phase 3,1.357,mgradwohl,issue_comment,2026-01-01T00:39:10Z,True,@copilot Give me a list of the phases and their status,1.6
mgradwohl/tasksmack#303:issue_comment:3703020620,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot Great keep going,Talking-to-AI,2025-12-31T23:13:04Z,True,True,True,0.084,1.192,0.084,3,True,closed,True,22.796,22.796,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T00:24:37Z,True,@copilot cI workflows are running. code review arre complete. Let's go with phase 3 and adress those ocmments during phase 3,1.192,mgradwohl,issue_comment,2026-01-01T00:39:10Z,True,@copilot Give me a list of the phases and their status,1.435,mgradwohl,issue_comment,2026-01-01T00:43:15Z,True,@copilot OK let's keep going,1.503
mgradwohl/tasksmack#303:issue_comment:3703096397,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot cI workflows are running. code review arre complete. Let's go with phase 3 and adress those ocmments during phase 3,Talking-to-AI,2026-01-01T00:24:37Z,True,True,True,0.033,0.242,0.033,3,True,closed,True,21.604,21.604,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T00:39:10Z,True,@copilot Give me a list of the phases and their status,0.242,mgradwohl,issue_comment,2026-01-01T00:43:15Z,True,@copilot OK let's keep going,0.311,mgradwohl,issue_comment,2026-01-01T02:15:24Z,True,@copilot What's next?,1.846
mgradwohl/tasksmack#303:issue_comment:3703108815,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot Give me a list of the phases and their status,Talking-to-AI,2026-01-01T00:39:10Z,True,True,True,0.021,0.068,0.021,3,True,closed,True,21.361,21.361,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T00:43:15Z,True,@copilot OK let's keep going,0.068,mgradwohl,issue_comment,2026-01-01T02:15:24Z,True,@copilot What's next?,1.604,mgradwohl,issue_comment,2026-01-01T03:10:27Z,True,@copilot let's do the next steps,2.521
mgradwohl/tasksmack#303:issue_comment:3703112066,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot OK let's keep going,Talking-to-AI,2026-01-01T00:43:15Z,True,True,True,0.161,1.536,0.161,3,True,closed,True,21.293,21.293,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T02:15:24Z,True,@copilot What's next?,1.536,mgradwohl,issue_comment,2026-01-01T03:10:27Z,True,@copilot let's do the next steps,2.453,mgradwohl,issue_comment,2026-01-01T03:22:38Z,True,@copilot workflows are done and have failed,2.656
mgradwohl/tasksmack#303:issue_comment:3703172176,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot What's next?,Talking-to-AI,2026-01-01T02:15:24Z,True,True,True,0.022,0.917,0.022,3,True,closed,True,19.758,19.758,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T03:10:27Z,True,@copilot let's do the next steps,0.917,mgradwohl,issue_comment,2026-01-01T03:22:38Z,True,@copilot workflows are done and have failed,1.121,mgradwohl,issue_comment,2026-01-01T03:39:19Z,True,@copilot workflows are running now.,1.399
mgradwohl/tasksmack#303:issue_comment:3703204204,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot let's do the next steps,Talking-to-AI,2026-01-01T03:10:27Z,True,True,True,0.057,0.203,0.057,3,True,closed,True,18.84,18.84,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T03:22:38Z,True,@copilot workflows are done and have failed,0.203,mgradwohl,issue_comment,2026-01-01T03:39:19Z,True,@copilot workflows are running now.,0.481,mgradwohl,issue_comment,2026-01-01T03:46:29Z,True,"@copilot Take a look at the workflow results and iterate on fixes until they are all passing, then move onto the next phase",0.601
mgradwohl/tasksmack#303:issue_comment:3703212497,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot workflows are done and have failed,Talking-to-AI,2026-01-01T03:22:38Z,True,True,True,0.254,0.278,0.254,3,True,closed,True,18.637,18.637,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T03:39:19Z,True,@copilot workflows are running now.,0.278,mgradwohl,issue_comment,2026-01-01T03:46:29Z,True,"@copilot Take a look at the workflow results and iterate on fixes until they are all passing, then move onto the next phase",0.398,mgradwohl,review_comment,2026-01-01T03:58:17Z,True,@copilot has this feedback been addressed? If so in which commit?,0.594
mgradwohl/tasksmack#303:issue_comment:3703222046,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,@copilot workflows are running now.,Talking-to-AI,2026-01-01T03:39:19Z,True,True,True,0.119,0.119,0.358,3,True,closed,True,18.359,18.359,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T03:46:29Z,True,"@copilot Take a look at the workflow results and iterate on fixes until they are all passing, then move onto the next phase",0.119,mgradwohl,review_comment,2026-01-01T03:58:17Z,True,@copilot has this feedback been addressed? If so in which commit?,0.316,mgradwohl,review_comment,2026-01-01T03:58:21Z,True,@copilot has this feedback been addressed? If so in which commit?,0.317
mgradwohl/tasksmack#303:issue_comment:3703225743,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,early,middle,"@copilot Take a look at the workflow results and iterate on fixes until they are all passing, then move onto the next phase",Talking-to-AI,2026-01-01T03:46:29Z,True,True,True,0.197,0.197,0.238,3,True,closed,True,18.239,18.239,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,review_comment,2026-01-01T03:58:17Z,True,@copilot has this feedback been addressed? If so in which commit?,0.197,mgradwohl,review_comment,2026-01-01T03:58:21Z,True,@copilot has this feedback been addressed? If so in which commit?,0.198,mgradwohl,issue_comment,2026-01-01T07:58:07Z,True,@copilot What's our latest status? I just approved workflows. Did you local build produce results?,4.194
mgradwohl/tasksmack#303:review_comment:2656072062,mgradwohl/tasksmack,303,mgradwohl,reviewer,review_comment,early,middle,@copilot has this feedback been addressed? If so in which commit?,Talking-to-AI,2026-01-01T03:58:17Z,True,True,True,0.001,0.001,0.042,3,True,closed,True,18.043,18.043,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,review_comment,2026-01-01T03:58:21Z,True,@copilot has this feedback been addressed? If so in which commit?,0.001,mgradwohl,issue_comment,2026-01-01T07:58:07Z,True,@copilot What's our latest status? I just approved workflows. Did you local build produce results?,3.997,mgradwohl,review_comment,2026-01-01T08:04:06Z,True,@copilot has this feedback been addressed? If so in which commit?,4.097
mgradwohl/tasksmack#303:review_comment:2656072073,mgradwohl/tasksmack,303,mgradwohl,reviewer,review_comment,early,middle,@copilot has this feedback been addressed? If so in which commit?,Talking-to-AI,2026-01-01T03:58:21Z,True,True,True,0.041,3.996,0.041,3,True,closed,True,18.042,18.042,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,issue_comment,2026-01-01T07:58:07Z,True,@copilot What's our latest status? I just approved workflows. Did you local build produce results?,3.996,mgradwohl,review_comment,2026-01-01T08:04:06Z,True,@copilot has this feedback been addressed? If so in which commit?,4.096,mgradwohl,review_comment,2026-01-01T08:04:11Z,True,@copilot has this feedback been addressed? If so in which commit?,4.097
mgradwohl/tasksmack#303:issue_comment:3703387397,mgradwohl/tasksmack,303,mgradwohl,reviewer,issue_comment,middle,middle,@copilot What's our latest status? I just approved workflows. Did you local build produce results?,Talking-to-AI,2026-01-01T07:58:07Z,True,True,True,0.1,0.1,0.223,3,True,closed,True,14.046,14.046,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,review_comment,2026-01-01T08:04:06Z,True,@copilot has this feedback been addressed? If so in which commit?,0.1,mgradwohl,review_comment,2026-01-01T08:04:11Z,True,@copilot has this feedback been addressed? If so in which commit?,0.101,mgradwohl,issue_comment,2026-01-01T08:20:58Z,True,"@copilot tsan builds failed, can you see the logs or should I add them here?",0.381
mgradwohl/tasksmack#303:review_comment:2656160597,mgradwohl/tasksmack,303,mgradwohl,reviewer,review_comment,middle,middle,@copilot has this feedback been addressed? If so in which commit?,Talking-to-AI,2026-01-01T08:04:06Z,True,True,True,0.001,0.001,0.124,3,True,closed,True,13.946,13.946,106,67,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,C++,,,,mgradwohl,review_comment,2026-01-01T08:04:11Z,True,@copilot has this feedback been addressed? If so in which commit?,0.001,mgradwohl,issue_comment,2026-01-01T08:20:58Z,True,"@copilot tsan builds failed, can you see the logs or should I add them here?",0.281,mgradwohl,issue_comment,2026-01-01T08:36:07Z,True,"@copilot make sure all PRs here are resolved. There are many with open comments that do not show ""outdated"" CI workflows are failing, here is some information to help you [193/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/WindowsProcessProbe.cpp.obj [194/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Domain/GPUModel.cpp.obj [195/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/WindowsSystemProbe.cpp.obj [196/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/WindowsPathProvider.cpp.obj [197/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/WindowsDiskProbe.cpp.obj [198/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/WindowsPowerProbe.cpp.obj [199/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/D3DKMTGPUProbe.cpp.obj FAILED: [code=1] CMakeFiles/TaskSmack.dir/src/Platform/Windows/D3DKMTGPUProbe.cpp.obj C:\ProgramData\chocolatey\bin\ccache.exe C:\PROGRA~1\LLVM\bin\CLANG_~1.EXE -DIMGUI_ENABLE_FREETYPE -DIMGUI_IMPL_OPENGL_LOADER_GLAD2 -DNOMINMAX -DSPDLOG_USE_STD_FORMAT -DWIN32_LEAN_AND_MEAN -D_SILENCE_STDEXT_ARR_ITERS_DEPRECATION_WARNING -ID:/a/tasksmack/tasksmack/src -ID:/a/tasksmack/tasksmack/build/win-debug/generated -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/stb-src -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/glfw3-src/include -ID:/a/tasksmack/tasksmack/build/win-debug/gladsources/glad_gl_core_33/include -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/freetype-build/include -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/freetype-src/include -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/spdlog-src/include -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src/backends -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src/misc/cpp -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src/misc/freetype -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/implot-src -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/tomlplusplus-src/include -g -ftrivial-auto-var-init=pattern -std=c++23 -D_DEBUG -D_DLL -D_MT -Xclang --dependent-lib=msvcrtd -g -Xclang -gcodeview -flto=thin -Wall -Wextra -Wpedantic -Wconversion -Wsign-conversion -Wshadow -Wnon-virtual-dtor -Woverloaded-virtual -Wformat=2 -Wimplicit-fallthrough -Wnull-dereference -Wdouble-promotion -Wcast-align -Wundef -Werror=return-type -Werror -Wno-unknown-pragmas -Wno-nonportable-system-include-path -glldb -Xclang -include-pch -Xclang D:/a/tasksmack/tasksmack/build/win-debug/CMakeFiles/TaskSmack.dir/cmake_pch.hxx.pch -Xclang -include -Xclang D:/a/tasksmack/tasksmack/build/win-debug/CMakeFiles/TaskSmack.dir/cmake_pch.hxx -MD -MT CMakeFiles/TaskSmack.dir/src/Platform/Windows/D3DKMTGPUProbe.cpp.obj -MF CMakeFiles\TaskSmack.dir\src\Platform\Windows\D3DKMTGPUProbe.cpp.obj.d @CMakeFiles\TaskSmack.dir\src\Platform\Windows\D3DKMTGPUProbe.cpp.obj.modmap -o CMakeFiles/TaskSmack.dir/src/Platform/Windows/D3DKMTGPUProbe.cpp.obj -c D:/a/tasksmack/tasksmack/src/Platform/Windows/D3DKMTGPUProbe.cpp D:/a/tasksmack/tasksmack/src/Platform/Windows/D3DKMTGPUProbe.cpp:82:9: error: anonymous types declared in an anonymous union are an extension [-Werror,-Wnested-anon-types] 82 | struct | ^ D:/a/tasksmack/tasksmack/src/Platform/Windows/D3DKMTGPUProbe.cpp:127:37: error: extension used [-Werror,-Wlanguage-extension-token] 127 | HRESULT hr = CreateDXGIFactory1(__uuidof(IDXGIFactory1), reinterpret_cast<void**>(&factory)); | ^ 2 errors generated. [200/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/DXGIGPUProbe.cpp.obj FAILED: [code=1] CMakeFiles/TaskSmack.dir/src/Platform/Windows/DXGIGPUProbe.cpp.obj C:\ProgramData\chocolatey\bin\ccache.exe C:\PROGRA~1\LLVM\bin\CLANG_~1.EXE -DIMGUI_ENABLE_FREETYPE -DIMGUI_IMPL_OPENGL_LOADER_GLAD2 -DNOMINMAX -DSPDLOG_USE_STD_FORMAT -DWIN32_LEAN_AND_MEAN -D_SILENCE_STDEXT_ARR_ITERS_DEPRECATION_WARNING -ID:/a/tasksmack/tasksmack/src -ID:/a/tasksmack/tasksmack/build/win-debug/generated -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/stb-src -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/glfw3-src/include -ID:/a/tasksmack/tasksmack/build/win-debug/gladsources/glad_gl_core_33/include -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/freetype-build/include -ID:/a/tasksmack/tasksmack/.cache/fetchcontent/freetype-src/include -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/spdlog-src/include -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src/backends -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src/misc/cpp -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/imgui-src/misc/freetype -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/implot-src -isystem D:/a/tasksmack/tasksmack/.cache/fetchcontent/tomlplusplus-src/include -g -ftrivial-auto-var-init=pattern -std=c++23 -D_DEBUG -D_DLL -D_MT -Xclang --dependent-lib=msvcrtd -g -Xclang -gcodeview -flto=thin -Wall -Wextra -Wpedantic -Wconversion -Wsign-conversion -Wshadow -Wnon-virtual-dtor -Woverloaded-virtual -Wformat=2 -Wimplicit-fallthrough -Wnull-dereference -Wdouble-promotion -Wcast-align -Wundef -Werror=return-type -Werror -Wno-unknown-pragmas -Wno-nonportable-system-include-path -glldb -Xclang -include-pch -Xclang D:/a/tasksmack/tasksmack/build/win-debug/CMakeFiles/TaskSmack.dir/cmake_pch.hxx.pch -Xclang -include -Xclang D:/a/tasksmack/tasksmack/build/win-debug/CMakeFiles/TaskSmack.dir/cmake_pch.hxx -MD -MT CMakeFiles/TaskSmack.dir/src/Platform/Windows/DXGIGPUProbe.cpp.obj -MF CMakeFiles\TaskSmack.dir\src\Platform\Windows\DXGIGPUProbe.cpp.obj.d @CMakeFiles\TaskSmack.dir\src\Platform\Windows\DXGIGPUProbe.cpp.obj.modmap -o CMakeFiles/TaskSmack.dir/src/Platform/Windows/DXGIGPUProbe.cpp.obj -c D:/a/tasksmack/tasksmack/src/Platform/Windows/DXGIGPUProbe.cpp D:/a/tasksmack/tasksmack/src/Platform/Windows/DXGIGPUProbe.cpp:64:37: error: extension used [-Werror,-Wlanguage-extension-token] 64 | HRESULT hr = CreateDXGIFactory1(__uuidof(IDXGIFactory1), reinterpret_cast<void**>(&m_Factory)); | ^ D:/a/tasksmack/tasksmack/src/Platform/Windows/DXGIGPUProbe.cpp:247:46: error: extension used [-Werror,-Wlanguage-extension-token] 247 | hr = adapter->QueryIn [tsan.log](https://github.com/user-attachments/files/24399852/tsan.log) terface(__uuidof(IDXGIAdapter3), reinterpret_cast<void**>(&adapter3)); | ^ 2 errors generated. [201/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/WindowsGPUProbe.cpp.obj [202/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/WinString.cpp.obj [203/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/NVMLGPUProbe.cpp.obj [204/259] Building CXX object CMakeFiles/TaskSmack.dir/src/Platform/Windows/Factory.cpp.obj ninja: build stopped: subcommand failed. Error: Process completed with exit code 1. [tsan.log](https://github.com/user-attachments/files/24399854/tsan.log)",0.534
