mention_uid,suggestion_subtype,addressing_mode,refinement_confidence,refinement_rationale
Stage4000/420th#1:issue_comment:3703179007,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3703182814,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3703186105,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3703187675,Suggestion-Invocation,Talking-to-AI,0.9,
Stage4000/420th#1:issue_comment:3703188026,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3703191402,Suggestion-Invocation,Talking-to-AI,0.9,
Stage4000/420th#1:issue_comment:3703192396,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704016738,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704052095,Suggestion-Invocation,Talking-to-AI,0.8,
Stage4000/420th#1:issue_comment:3704055023,Suggestion-Invocation,Talking-to-AI,0.8,
Stage4000/420th#1:issue_comment:3704058050,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704065125,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3704070108,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704085964,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3704092772,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3704101153,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704342154,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704348812,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3704356147,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3704362218,Suggestion-Invocation,Talking-to-AI,0.9,
Stage4000/420th#1:issue_comment:3704364765,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704366838,Suggestion-Invocation,Talking-to-AI,,
Stage4000/420th#1:issue_comment:3704371260,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704372058,Suggestion-Invocation,Talking-to-AI,1,
Stage4000/420th#1:issue_comment:3704423031,Suggestion-Invocation,Talking-to-AI,1.0,
Stage4000/420th#1:issue_comment:3704427209,Suggestion-Invocation,Talking-to-AI,0.9,
Stage4000/420th#1:issue_comment:3704431643,Suggestion-Invocation,Talking-to-AI,1,
TBog/Crypto-calculator#125:issue_comment:3703054817,Suggestion-TaskDelegation,Talking-to-AI,0.9,
THEDEV077/SpringBootProject1#3:issue_comment:3661250134,Suggestion-Invocation,Talking-to-AI,1,
THEDEV077/SpringBootProject1#3:issue_comment:3670406370,Suggestion-Invocation,Talking-to-AI,1,
THEDEV077/SpringBootProject1#3:issue_comment:3670458821,Suggestion-Invocation,Talking-to-AI,1.0,
THEDEV077/SpringBootProject1#3:issue_comment:3670520243,Suggestion-Invocation,Talking-to-AI,0.9,
THEDEV077/SpringBootProject1#3:issue_comment:3670598575,Suggestion-Invocation,Talking-to-AI,1.0,
THEDEV077/SpringBootProject1#3:issue_comment:3670647138,Suggestion-Invocation,Talking-to-AI,0.8,
THEDEV077/SpringBootProject1#3:issue_comment:3702883322,Suggestion-Invocation,Talking-to-AI,,
THEDEV077/SpringBootProject1#3:issue_comment:3702974281,Suggestion-StepInstruction,Talking-to-AI,,
THEDEV077/SpringBootProject1#3:issue_comment:3703064789,Suggestion-Invocation,Talking-to-AI,1.0,
THEDEV077/SpringBootProject1#3:issue_comment:3703070409,Suggestion-Invocation,Talking-to-AI,1,
THEDEV077/SpringBootProject1#3:issue_comment:3703073983,Suggestion-Invocation,Talking-to-AI,0.8,
THEDEV077/SpringBootProject1#3:issue_comment:3703416819,Suggestion-Invocation,Talking-to-AI,1.0,
THEDEV077/SpringBootProject1#3:issue_comment:3703485672,Suggestion-Invocation,Talking-to-AI,0.9,
Tbearden10/cheapraidbanners#28:issue_comment:3702965411,Suggestion-Invocation,Talking-to-AI,1,
Xenthio/UITest#30:issue_comment:3702961368,Suggestion-Invocation,Talking-to-AI,,
Xenthio/UITest#30:issue_comment:3702965470,Suggestion-Invocation,Talking-to-AI,,
Xenthio/UITest#30:issue_comment:3703025583,Suggestion-Invocation,Talking-to-AI,high,
Xenthio/UITest#30:issue_comment:3703077359,Suggestion-Invocation,Talking-to-AI,1,
Xenthio/UITest#30:issue_comment:3703094960,Suggestion-Invocation,Talking-to-AI,1.0,
Xenthio/UITest#30:issue_comment:3703099694,Suggestion-Invocation,Talking-to-AI,1,
Xenthio/UITest#30:issue_comment:3703106842,Suggestion-TaskDelegation,Talking-to-AI,1,
Xenthio/UITest#30:issue_comment:3703139407,Suggestion-Invocation,Talking-to-AI,,
Xenthio/UITest#30:issue_comment:3703146866,Suggestion-TaskDelegation,Talking-to-AI,,
Xenthio/UITest#30:issue_comment:3703156185,Suggestion-Invocation,Talking-to-AI,1.0,
Xenthio/UITest#30:issue_comment:3703170260,Suggestion-Invocation,Talking-to-AI,1.0,
Xenthio/UITest#30:issue_comment:3703180743,Suggestion-Invocation,Talking-to-AI,0.9,
Xenthio/UITest#30:issue_comment:3703183002,Suggestion-Invocation,Talking-to-AI,1,
Xenthio/UITest#30:issue_comment:3703191020,Suggestion-Invocation,Talking-to-AI,1.0,
Xenthio/UITest#30:issue_comment:3703207326,Suggestion-Invocation,Talking-to-AI,high,
Yasser1728/tec-ecosystem#120:issue_comment:3703053083,Suggestion-Invocation,Talking-to-AI,0.9,
Yasser1728/tec-ecosystem#120:issue_comment:3703055872,Suggestion-Invocation,Talking-to-AI,0,
YvedD/BirdNET-Pi-MigCount#21:issue_comment:3707092615,Suggestion-Invocation,Talking-to-AI,1.0,
YvedD/BirdNET-Pi-MigCount#21:issue_comment:3707107883,Suggestion-Invocation,Talking-to-AI,1,
algesten/str0m#810:issue_comment:3702890182,Suggestion-Invocation,Talking-to-AI,Not provided,Not provided
algesten/str0m#810:issue_comment:3702911133,Suggestion-Invocation,Talking-to-AI,1,
algesten/str0m#810:issue_comment:3702921582,Suggestion-TaskDelegation,Talking-to-AI,1,
algesten/str0m#810:issue_comment:3702931928,Suggestion-Invocation,Talking-to-AI,1,
algesten/str0m#810:issue_comment:3702956416,Suggestion-TaskDelegation,Talking-to-AI,1.0,
algesten/str0m#810:issue_comment:3702968042,Suggestion-Invocation,Talking-to-AI,0.9,
algesten/str0m#810:issue_comment:3702978535,Suggestion-Invocation,Talking-to-AI,1,
algesten/str0m#810:issue_comment:3702981764,Suggestion-Invocation,Talking-to-AI,,
algesten/str0m#810:issue_comment:3702986065,Suggestion-Invocation,Talking-to-AI,1,
algesten/str0m#810:issue_comment:3702993150,Suggestion-Invocation,Talking-to-AI,0.9,
algesten/str0m#810:issue_comment:3703012039,Suggestion-Invocation,Talking-to-AI,high,
algesten/str0m#810:issue_comment:3703020529,Suggestion-TaskDelegation,Talking-to-AI,0.8,
algesten/str0m#810:issue_comment:3703035792,Suggestion-Invocation,Talking-to-AI,1.0,
algesten/str0m#810:issue_comment:3703051170,Suggestion-Invocation,Talking-to-AI,,
algesten/str0m#810:issue_comment:3703062874,Suggestion-Invocation,Talking-to-AI,1.0,
algesten/str0m#810:issue_comment:3703065097,Suggestion-Invocation,Talking-to-AI,0.9,
anassgono3-ctrl/LiquidBot#186:issue_comment:3702999772,Suggestion-TaskDelegation,Talking-to-AI,1.0,
andersaamodt/wizardry#769:issue_comment:3702939502,Suggestion-Invocation,Talking-to-AI,1.0,
andersaamodt/wizardry#771:issue_comment:3703035544,Suggestion-Invocation,Talking-to-AI,1.0,
andersaamodt/wizardry#771:issue_comment:3703056768,Suggestion-Invocation,Talking-to-AI,1,
andersaamodt/wizardry#771:issue_comment:3703084633,Suggestion-Invocation,Talking-to-AI,1.0,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703065733,Suggestion-Invocation,Talking-to-AI,,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703091169,Suggestion-Invocation,Talking-to-AI,1.0,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703106007,Suggestion-Invocation,Talking-to-AI,1,
aws-amplify-jp/aws-amplify-jp.github.io#73:issue_comment:3703124162,Suggestion-TaskDelegation,Talking-to-AI,0.9,
bberardi/finance-calculator#27:issue_comment:3701342255,Suggestion-Invocation,Talking-to-AI,1.0,
bberardi/finance-calculator#27:issue_comment:3701407305,Suggestion-Invocation,Talking-to-AI,low,
bberardi/finance-calculator#27:review_comment:2654819398,Suggestion-Invocation,Talking-to-AI,high,
bberardi/finance-calculator#27:issue_comment:3701474158,Suggestion-Invocation,Talking-to-AI,1,
bberardi/finance-calculator#27:review_comment:2654832987,Suggestion-Invocation,Talking-to-AI,1,
bberardi/finance-calculator#27:issue_comment:3702455505,Suggestion-Invocation,Talking-to-AI,0.9,
bberardi/finance-calculator#27:issue_comment:3702491095,Suggestion-Invocation,Talking-to-AI,1.0,
bberardi/finance-calculator#27:issue_comment:3703063927,Suggestion-Invocation,Talking-to-AI,1.0,
bberardi/finance-calculator#27:review_comment:2656737006,Suggestion-Invocation,Talking-to-AI,1,
bdossantos/bds.home.arpa#146:issue_comment:3702959980,Suggestion-Invocation,Talking-to-AI,1.0,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703008850,Suggestion-Invocation,Talking-to-AI,1.0,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703231785,Suggestion-Invocation,Talking-to-AI,1.0,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703250323,Suggestion-TaskDelegation,Talking-to-AI,1,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703270016,Suggestion-Invocation,Talking-to-AI,,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703294646,Suggestion-Invocation,Talking-to-AI,1,
carstenartur/eclipse.jdt.ui#43:issue_comment:3703337270,Suggestion-Invocation,Talking-to-AI,,
carstenartur/eclipse.jdt.ui#43:issue_comment:3745952472,Suggestion-Invocation,Talking-to-AI,1,
carstenartur/eclipse.jdt.ui#43:issue_comment:3749002151,Suggestion-TaskDelegation,Talking-to-AI,0.9,
carstenartur/eclipse.jdt.ui#43:issue_comment:3751162974,Suggestion-Invocation,Talking-to-AI,1.0,
chippr-robotics/prediction-dao-research#371:issue_comment:3703060702,Suggestion-TaskDelegation,Talking-to-AI,1.0,
chippr-robotics/prediction-dao-research#371:issue_comment:3704251917,Suggestion-Recommendation,Talking-about-AI,0.9,
chippr-robotics/prediction-dao-research#371:issue_comment:3706670495,Suggestion-StepInstruction,Talking-to-AI,0.9,
cjempey/the-next-step#11:issue_comment:3703001051,Suggestion-StepInstruction,Talking-to-AI,1,
curtcox/Viewer#658:issue_comment:3702942816,Suggestion-TaskDelegation,Talking-to-AI,1.0,
curtcox/Viewer#658:issue_comment:3702951156,Suggestion-Invocation,Talking-to-AI,,
curtcox/Viewer#658:issue_comment:3702973042,Suggestion-Invocation,Talking-to-AI,,
curtcox/Viewer#658:issue_comment:3702984231,Suggestion-Invocation,Talking-to-AI,1,
curtcox/Viewer#658:issue_comment:3702994218,Suggestion-Invocation,Talking-to-AI,1,
curtcox/Viewer#658:issue_comment:3703031883,Suggestion-Invocation,Talking-to-AI,,
daisytuner/sdfglib#423:issue_comment:3702794918,Suggestion-Invocation,Talking-to-AI,1.0,
daisytuner/sdfglib#423:issue_comment:3702863889,Suggestion-Invocation,Talking-to-AI,high,
daisytuner/sdfglib#423:issue_comment:3702940966,Suggestion-Invocation,Talking-to-AI,,
daisytuner/sdfglib#423:issue_comment:3703230916,Suggestion-Invocation,Talking-to-AI,,
daisytuner/sdfglib#423:issue_comment:3703260252,Suggestion-Invocation,Talking-to-AI,,
daisytuner/sdfglib#423:issue_comment:3703292626,Suggestion-Invocation,Talking-to-AI,high,
daisytuner/sdfglib#423:issue_comment:3709508009,Suggestion-Invocation,Talking-to-AI,,
damianGG/posadzki-zywiczne#38:issue_comment:3702977767,Suggestion-Invocation,Talking-to-AI,1.0,
damianGG/posadzki-zywiczne#38:issue_comment:3703434099,Suggestion-Invocation,Talking-to-AI,1.0,
damianGG/posadzki-zywiczne#38:issue_comment:3703440038,Suggestion-Invocation,Talking-to-AI,1,
damianGG/posadzki-zywiczne#38:issue_comment:3703457574,Suggestion-Invocation,Talking-to-AI,,
damianGG/posadzki-zywiczne#38:issue_comment:3703482253,Suggestion-Invocation,Talking-to-AI,HIGH,
dawgg20sum-sketch/parser#1:issue_comment:3703016835,Suggestion-Invocation,Talking-to-AI,1,
dbosk/ladok3#122:review:3621473893,Suggestion-Invocation,Talking-to-AI,0.9,
dbosk/ladok3#122:review_comment:2655981608,Suggestion-Invocation,Talking-to-AI,0.9,
dbosk/ladok3#122:review:3621530895,Suggestion-Invocation,Talking-to-AI,1.0,
debian1313-ui/xiaoshiliu#15:issue_comment:3702947515,Suggestion-Invocation,Talking-to-AI,0.9,
debian1313-ui/xiaoshiliu#15:issue_comment:3702953922,Suggestion-Invocation,Talking-to-AI,1.0,
debian1313-ui/xiaoshiliu#15:issue_comment:3702958954,Suggestion-Invocation,Talking-to-AI,1,
debian1313-ui/xiaoshiliu#15:issue_comment:3702961478,Suggestion-Invocation,Talking-to-AI,0.8,
demaconsulting/DotnetToolWrapper#28:issue_comment:3702947644,Suggestion-Invocation,Talking-to-AI,1.0,
develop4God/habitus_faith#43:issue_comment:3696672151,Suggestion-Invocation,Talking-to-AI,,
develop4God/habitus_faith#43:issue_comment:3696784651,Suggestion-Invocation,Talking-to-AI,high,
develop4God/habitus_faith#43:issue_comment:3703063417,Suggestion-TaskDelegation,Talking-to-AI,,
dfinke/Powershell-interpreter-in-Rust#13:issue_comment:3703025559,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2654777688,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:issue_comment:3701420306,Suggestion-TaskDelegation,Talking-to-AI,1.0,
dotnet/runtime#122791:review_comment:2654792526,Suggestion-TaskDelegation,Talking-to-AI,1,
dotnet/runtime#122791:issue_comment:3701431929,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2654802504,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2654876749,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2654879788,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122791:review_comment:2654881074,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2654884755,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2654909215,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122791:review_comment:2655437951,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122791:issue_comment:3702267621,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2655488111,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122791:review_comment:2655492394,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122791:issue_comment:3702333329,Suggestion-Invocation,Talking-to-AI,high,
dotnet/runtime#122791:review_comment:2655525825,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2655527598,Suggestion-Invocation,Talking-to-AI,high,
dotnet/runtime#122791:review_comment:2655562667,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2655569167,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2655574530,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2655634355,Suggestion-Invocation,Talking-to-AI,0.9,
dotnet/runtime#122791:review_comment:2655636719,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2655642227,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122791:review_comment:2655737126,Suggestion-Invocation,Talking-to-AI,high,
dotnet/runtime#122791:review_comment:2655740005,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2655760767,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122791:issue_comment:3702730117,Suggestion-StepInstruction,Talking-to-AI,,
dotnet/runtime#122791:issue_comment:3702741018,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:issue_comment:3702844829,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:issue_comment:3702848905,Suggestion-Invocation,Talking-to-AI,0.9,
dotnet/runtime#122791:issue_comment:3702995325,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2655984311,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:review_comment:2655984581,Suggestion-Invocation,Talking-to-AI,1,
dotnet/runtime#122791:issue_comment:3703138275,Suggestion-Invocation,Talking-to-AI,,
dotnet/runtime#122791:review_comment:2656025882,Suggestion-Invocation,Talking-to-AI,0.9,
dotnet/runtime#122791:issue_comment:3703163539,Suggestion-Invocation,Talking-to-AI,high,
dotnet/runtime#122791:review_comment:2656195166,Suggestion-TaskDelegation,Talking-to-AI,,
dotnet/runtime#122805:issue_comment:3703069136,Suggestion-Invocation,Talking-to-AI,1.0,
dotnet/runtime#122805:review_comment:2657927623,Suggestion-TaskDelegation,Talking-to-AI,,
egirard/Ashardalon#316:review:3621476555,Suggestion-Invocation,Talking-to-AI,1.0,
egirard/Ashardalon#318:issue_comment:3703023205,Suggestion-Invocation,Talking-to-AI,1,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702846362,Suggestion-StepInstruction,Talking-to-AI,0.9,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702862135,Suggestion-TaskDelegation,Talking-to-AI,1,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702950680,Suggestion-Invocation,Talking-to-AI,,
endomorphosis/ipfs_datasets_py#897:issue_comment:3702963875,Suggestion-TaskDelegation,Talking-to-AI,high,
erikohliv/fotbollsplan-bevattning#62:issue_comment:3703033416,Suggestion-Invocation,Talking-to-AI,1.0,
finos/morphir-dotnet#373:issue_comment:3703029283,Suggestion-TaskDelegation,Talking-to-AI,0.9,
finos/morphir-dotnet#373:issue_comment:3703037540,Suggestion-Invocation,Talking-to-AI,1.0,
finos/morphir-dotnet#373:issue_comment:3703059036,Suggestion-Invocation,Talking-to-AI,1,
fmidue/modelling-tasks#521:issue_comment:3702304772,Suggestion-Invocation,Talking-to-AI,,
fmidue/modelling-tasks#521:issue_comment:3702445262,Suggestion-Invocation,Talking-to-AI,high,
fmidue/modelling-tasks#521:issue_comment:3702498328,Suggestion-Invocation,Talking-to-AI,1,
fmidue/modelling-tasks#521:issue_comment:3702523947,Suggestion-Invocation,Talking-to-AI,,
fmidue/modelling-tasks#521:issue_comment:3702694769,Suggestion-Invocation,Talking-to-AI,high,
fmidue/modelling-tasks#521:issue_comment:3702832318,Suggestion-Invocation,Talking-to-AI,1.0,
fmidue/modelling-tasks#521:issue_comment:3702973394,Suggestion-Invocation,Talking-to-AI,1.0,
fmidue/modelling-tasks#521:issue_comment:3703468714,Suggestion-Invocation,Talking-to-AI,,
fmidue/modelling-tasks#521:issue_comment:3703486740,Suggestion-Invocation,Talking-to-AI,1.0,
fmidue/modelling-tasks#521:issue_comment:3703537225,Suggestion-Invocation,Talking-to-AI,1.0,
franznoel/pang-daily-planner#38:issue_comment:3702969725,Suggestion-Invocation,Talking-to-AI,1.0,
franznoel/pang-daily-planner#38:issue_comment:3703016785,Suggestion-TaskDelegation,Talking-to-AI,,
franznoel/pang-daily-planner#38:issue_comment:3740261773,Suggestion-Invocation,Talking-to-AI,1.0,
franznoel/pang-daily-planner#38:issue_comment:3740319606,Suggestion-Invocation,Talking-to-AI,1.0,
franznoel/pang-daily-planner#38:issue_comment:3740427074,Suggestion-Invocation,Talking-to-AI,1,
franznoel/pang-daily-planner#38:issue_comment:3740501287,Suggestion-Invocation,Talking-to-AI,,
franznoel/pang-daily-planner#38:issue_comment:3740573271,Suggestion-Invocation,Talking-to-AI,1,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694286891,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694718258,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694975097,Suggestion-StepInstruction,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#186:issue_comment:3694993816,Suggestion-TaskDelegation,Talking-to-AI,1,
fritz-net/AoE2-Civbuilder#186:review_comment:2650714459,Suggestion-Invocation,Talking-to-AI,1,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697187752,Suggestion-Invocation,Talking-to-AI,1,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697365877,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697626910,Suggestion-Invocation,Talking-to-AI,high,
fritz-net/AoE2-Civbuilder#186:issue_comment:3697828263,Suggestion-Invocation,Talking-to-AI,0.9,
fritz-net/AoE2-Civbuilder#186:issue_comment:3702099028,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#186:issue_comment:3702302435,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#186:issue_comment:3702941875,Suggestion-Invocation,Talking-to-AI,1,
fritz-net/AoE2-Civbuilder#186:review:3621483395,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#189:issue_comment:3694954222,Suggestion-TaskDelegation,Talking-to-AI,0.9,
fritz-net/AoE2-Civbuilder#189:issue_comment:3694968841,Suggestion-Invocation,Talking-to-AI,,
fritz-net/AoE2-Civbuilder#189:issue_comment:3694979043,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#189:issue_comment:3697134549,Suggestion-Invocation,Talking-to-AI,high,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702972213,Suggestion-Invocation,Talking-to-AI,1.0,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702982466,Suggestion-TaskDelegation,Talking-to-AI,0.9,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702988650,Suggestion-TaskDelegation,Talking-to-AI,0.9,
fritz-net/AoE2-Civbuilder#209:issue_comment:3702960865,Suggestion-Invocation,Talking-to-AI,High,
fritz-net/AoE2-Civbuilder#209:issue_comment:3702973566,Suggestion-Invocation,Talking-to-AI,1,
fritz-net/AoE2-Civbuilder#209:issue_comment:3702980151,Suggestion-Invocation,Talking-to-AI,1,
georgi/shinmun#6:issue_comment:3703037434,Suggestion-Invocation,Talking-to-AI,high,
georgi/shinmun#6:issue_comment:3703046394,Suggestion-Invocation,Talking-to-AI,1.0,
githubnext/gh-aw#8355:issue_comment:3702943097,Suggestion-Invocation,Talking-to-AI,1.0,
githubnext/gh-aw#8362:issue_comment:3702988912,Suggestion-Invocation,Talking-to-AI,high,
githubnext/gh-aw#8362:review_comment:2655966505,Suggestion-Invocation,Talking-to-AI,,
goataka/attendance-kit#7:issue_comment:3701051691,Suggestion-Invocation,Talking-to-AI,1.0,
goataka/attendance-kit#7:issue_comment:3701252626,Suggestion-Invocation,Talking-to-AI,0.9,
goataka/attendance-kit#7:issue_comment:3701410473,Suggestion-Invocation,Talking-to-AI,,
goataka/attendance-kit#7:issue_comment:3701568693,Suggestion-Invocation,Talking-to-AI,1.0,
goataka/attendance-kit#7:review_comment:2655066531,Suggestion-Invocation,Talking-to-AI,1.0,
goataka/attendance-kit#7:issue_comment:3702991310,Suggestion-Invocation,Talking-to-AI,1,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702758028,Suggestion-Invocation,Talking-to-AI,,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702828856,Suggestion-Invocation,Talking-to-AI,0.9,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702877591,Suggestion-Invocation,Talking-to-AI,1.0,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702884551,Suggestion-Invocation,Talking-to-AI,1.0,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702908201,Suggestion-Invocation,Talking-to-AI,1,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702916904,Suggestion-Invocation,Talking-to-AI,1,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702923250,Suggestion-Invocation,Talking-to-AI,1.0,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702933201,Suggestion-StepInstruction,Talking-to-AI,0.8,
h0witzer/onshape-std-library-mirror#58:issue_comment:3702952015,Suggestion-Invocation,Talking-to-AI,1.0,
heimgewebe/semantAH#198:issue_comment:3702997831,Suggestion-Invocation,Talking-to-AI,1.0,
heimgewebe/semantAH#199:issue_comment:3703053402,Suggestion-Invocation,Talking-to-AI,1.0,
heyns1000/omnigrid#31:issue_comment:3702893341,Suggestion-Invocation,Talking-to-AI,1,
heyns1000/omnigrid#31:issue_comment:3702925002,Suggestion-Invocation,Talking-to-AI,1.0,
heyns1000/omnigrid#31:issue_comment:3702953168,Suggestion-TaskDelegation,Talking-to-AI,high,
heyns1000/omnigrid#31:issue_comment:3702955528,Suggestion-Invocation,Talking-to-AI,1.0,
heyns1000/omnigrid#31:issue_comment:3702958013,Suggestion-Invocation,Talking-to-AI,1.0,
heyns1000/omnigrid#31:issue_comment:3702967268,Suggestion-Invocation,Talking-to-AI,,
heyns1000/omnigrid#31:issue_comment:3702973878,Suggestion-Invocation,Talking-to-AI,1.0,
heyns1000/omnigrid#31:issue_comment:3702977122,Suggestion-Invocation,Talking-to-AI,0.9,
impakt73/ai-rust-hw-dev#40:issue_comment:3702731327,Suggestion-Invocation,Talking-to-AI,high,
impakt73/ai-rust-hw-dev#40:issue_comment:3702754355,Suggestion-TaskDelegation,Talking-to-AI,0.9,
impakt73/ai-rust-hw-dev#40:issue_comment:3702965594,Suggestion-Invocation,Talking-to-AI,,
impakt73/ai-rust-hw-dev#40:issue_comment:3703216024,Suggestion-Invocation,Talking-to-AI,,
impakt73/ai-rust-hw-dev#40:issue_comment:3703244141,Suggestion-Invocation,Talking-to-AI,,
impakt73/ai-rust-hw-dev#40:issue_comment:3703262839,Suggestion-TaskDelegation,Talking-to-AI,high,
impakt73/ai-rust-hw-dev#40:issue_comment:3703611034,Suggestion-Invocation,Talking-to-AI,1.0,
impakt73/ai-rust-hw-dev#40:issue_comment:3703628986,Suggestion-StepInstruction,Talking-to-AI,high,
influxdata/docs-v2#6622:issue_comment:3703021628,Suggestion-Invocation,Talking-to-AI,high,
influxdata/docs-v2#6622:issue_comment:3706392660,Suggestion-Invocation,Talking-to-AI,0.8,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703052747,Suggestion-Invocation,Talking-to-AI,1.0,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703056260,Suggestion-Invocation,Talking-to-AI,1,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703058733,Suggestion-Invocation,Talking-to-AI,1,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703064660,Suggestion-Invocation,Talking-to-AI,,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703326933,Suggestion-Invocation,Talking-to-AI,high,
ismaelloveexcel/terror-in-dubai#7:issue_comment:3703453511,Suggestion-Invocation,Talking-to-AI,,
ivviiviivvi/.github#148:issue_comment:3703231678,Suggestion-Invocation,Talking-to-AI,0.9,
jacpalmer15-arch/zenith-project-management#31:issue_comment:3702970381,Suggestion-Invocation,Talking-to-AI,,
jaredlewiswechs/Newton-api#5:issue_comment:3703020867,Suggestion-Invocation,Talking-to-AI,1.0,
