mention_uid,repo_name,pr_number,invocation_user_login,invocation_speaker_role,invocation_timing_phase,invocation_body,has_next_human_comment,has_next_bot_comment,latency_to_next_human_comment_hours,n_human_followups_captured,merged,invocation_before_merge,time_to_merge_after_invocation_hours,pr_title,next_human_1_user_login,next_human_1_body,next_human_2_user_login,next_human_2_body,next_human_3_user_login,next_human_3_body,manual_uptake_label,manual_uptake_secondary,manual_uptake_notes
julienstroheker/AzHexGate#28:review:3621582353,julienstroheker/AzHexGate,28,julienstroheker,reviewer,early,@copilot PTAL,True,True,0.291,3,True,True,15.407,Implement local client listener loop with raw TCP forwarding,julienstroheker,"@copilot yes ## 1. ""HTTP semantics preservation"" ❌ False premise: You don't need to parse HTTP to preserve it. The relay connection already contains valid HTTP bytes. Just forward them as-is. - The relay sender (gateway) already writes a properly formatted HTTP request into the relay connection - The local server expects raw HTTP bytes on a TCP socket - Parsing and reconstructing adds overhead and potential bugs (encoding issues, chunked transfer, etc.) ## 2. ""Request modification: We need to modify the request"" ❌ Wrong approach: You should not be modifying requests in the client listener. According to the architecture: - The Cloud Gateway receives `https://63873749.azhexgate.com/some/path` - The Gateway should already rewrite this to `http://localhost:3000/some/path` before sending it through the relay - The client listener should just forward bytes verbatim - If you're modifying `req.URL.Scheme`, `req.URL.Host`, and `req.RequestURI` in the listener, it means the gateway isn't doing its job correctly. ## 3. ""Error handling: generate proper HTTP error responses"" ⚠️ Partially valid but wrong layer: If the local server is unreachable, you could generate a 502 response But with direct io.Copy, the connection will just fail/timeout, and the gateway can detect this and respond appropriately Error handling should primarily happen at the gateway layer, not the client The client's job is simple: relay bytes. If the local server is down, let the connection fail naturally. ### What Should Actually Happen ``` // Gateway (sender side) does: // 1. Receives: GET https://63873749.azhexgate.com/api/users // 2. Rewrites to: GET /api/users (with Host: localhost:3000 or similar) // 3. Writes raw HTTP request bytes to relay connection // Client listener does: // 1. Accept relay connection // 2. Dial localhost:3000 // 3. io.Copy bidirectionally // 4. That's it! ``` ## Conclusion The HTTP client approach is over-engineered and puts logic in the wrong place. The simple net.Dial + `io.Copy` approach is: ✅ Simpler (fewer lines of code) ✅ More performant (no parsing overhead) ✅ More correct (handles all HTTP features transparently) ✅ More maintainable (less code = fewer bugs)",julienstroheker,"@copilot Fix the following lint errors ``` Error: client/tunnel/listener_test.go:18:6: Function 'TestListener_HandleHTTPRequest' has too many statements (42 > 40) (funlen) func TestListener_HandleHTTPRequest(t *testing.T) { ^ Error: client/tunnel/listener_test.go:94:6: Function 'TestListener_HandlePOSTRequest' has too many statements (42 > 40) (funlen) func TestListener_HandlePOSTRequest(t *testing.T) { ^ Error: client/tunnel/listener_test.go:292:6: Function 'TestListener_MultipleRequests' has too many statements (48 > 40) (funlen) func TestListener_MultipleRequests(t *testing.T) { ^ Error: client/cmd/start_test.go:42:2: ineffectual assignment to output (ineffassign) output := buf.String() ^ Error: client/cmd/start_test.go:134:1: The line is 131 characters long, which exceeds the maximum of 120 characters. (lll) output, _ := runStartCommandWithTimeout(t, []string{""start"", ""--port"", ""8080"", ""--api-url"", mockServer.URL}, 500*time.Millisecond) ^ Error: client/tunnel/listener_test.go:302:10: QF1012: Use fmt.Fprintf(...) instead of Write([]byte(fmt.Sprintf(...))) (staticcheck) _, _ = w.Write([]byte(fmt.Sprintf(""Request #%d"", count))) ^ 6 issues: * funlen: 3 * ineffassign: 1 * lll: 1 * staticcheck: 1 Error: Process completed with exit code 1. ```",julienstroheker,"@copilot here the new ci lint error ``` Error: client/tunnel/listener_test.go:80:13: string `GET /test HTTP/1.1 Host: example.com ` has 3 occurrences, make it a constant (goconst) request := ""GET /test HTTP/1.1\r\nHost: example.com\r\n\r\n"" ^ 1 issues: * goconst: 1 Error: Process completed with exit code 1. ```",,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702777168,FreeForCharity/FFC-EX-PAGboosters.org,28,clarkemoyer,reviewer,early,"@copilot Fix and understand why you are not properly reading comments. <img width=""1008"" height=""2244"" alt=""Screenshot_20251231-144210"" src=""https://github.com/user-attachments/assets/a969d737-3acc-4c59-85c5-ba1a94bba41b"" /> Update the documentation to account for how we insure that script and code is not modified when you read it in a comment",True,True,0.012,3,True,True,7.178,"Add Zeffy fundraising campaigns with modal popup integration, navigation donate button, footer donation form, and meet schedule integration",clarkemoyer,"@copilot `<div style=""position:relative;overflow:hidden;height:450px;width:100%;""><iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe></div>` Can you read this?",clarkemoyer,@copilot The issue is not about reading code from an image. You were successful reading it from an image. The issue was the user did not put the code into markdown code blocks with a tick surrounding the iframe. Please double check every comment and indicate back exactly what was perceived as code to ensure that everything was operating properly.,clarkemoyer,"@copilot here is one of the popup modals again but in ticks `zeffy-form-link=""https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039?modal=true""` `<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>` Does this change your opinion of the prior comments and whether or not you fully read the code.",,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702744959,FreeForCharity/FFC-EX-PAGboosters.org,28,clarkemoyer,reviewer,early,"@copilot here is the code for the region 7 Regional meet. This fundraiser helps to fund our most elite girls who have qualified for the rigorous Regional meet. This is the culminating meet of the postseason. zeffy-form-link=""https://www.zeffy.com/embed/ticketing/region-7-competition-fees?modal=true"" <script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",True,True,0.049,3,True,True,7.59,"Add Zeffy fundraising campaigns with modal popup integration, navigation donate button, footer donation form, and meet schedule integration",clarkemoyer,"@copilot here is the code for the general campaign. This is an evergreen campaign that can be funded at any time by any individual. It should be placed in the footer and use the widget. We should also ensure that it is lazy loaded so it does not stop the homepage or any other page using the widget of the footer from quickly loading, but we do want to make sure that the form is available as quickly as possible to the users or that they see a indication that the donation form is loading. <div style=""position:relative;overflow:hidden;height:450px;width:100%;""><iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe></div>",clarkemoyer,"@copilot for the general campaign we should also put a button at the very top of the page that just says donate and links to the general campaign https://www.zeffy.com/en-US/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039 <img width=""1008"" height=""2244"" alt=""Screenshot_20251231-142459"" src=""https://github.com/user-attachments/assets/c7175775-4577-4236-9f7f-8029bdacde12"" />",clarkemoyer,"@copilot here is the general campaign iframe code again. Make sure it is working in the footer <iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe>",,,
machi0x/Memoiz#12:issue_comment:3702996801,machi0x/Memoiz,12,machi0x,reviewer,early,@copilot how did you implement most challenging part (how to see/use main UI part)? Explain inJapanese,True,True,0.072,3,True,True,17.14,"Add first-run tutorial wizard, replay entry, and Japanese localization",machi0x,"@copilot So no visual instruction for main UI usage, am I right? If possible I wonder during wizard, show demo screen of main UI with instruction is ideal...",machi0x,@copilot Could you add number like ① so that later I will take screen shot and then edit it to draw the corresponding number to the shotm,machi0x,"@copilot I want to emphasize that main ui each memo contents meaning like category, memo type, summary, generated by AI.",,,
githubnext/gh-aw#8362:issue_comment:3702988912,githubnext/gh-aw,8362,pelikhan,reviewer,early,@copilot review logs and audit command for new artifact names. Make sure it is forward/backward compatible.,True,True,0.396,1,True,True,3.878,Fix artifact naming to comply with upload-artifact@v5 requirements,pelikhan,@copilot move to specs folder,,,,,,,
goataka/attendance-kit#7:issue_comment:3701410473,goataka/attendance-kit,7,goataka,reviewer,early,@copilot /implement,True,True,2.432,3,True,True,28.913,AWS利用金額アラート機能の実装完了（アカウント単位監視 + GitHub Actions自動デプロイ）,goataka,@copilot 確定仕様のドキュメント作成とセットアップの手順書の更新をしてください。,goataka,@copilot アカウント単位のデプロイもGitHub Actionsでできる。 また、アクションとＣＤＫを分離して、環境毎とアカウント毎で別にデプロイされるようにしてください。また、トリガーとなるファイルもそれぞれ適切に分けてください。 仕様なども合わせて変えてください。,goataka,@copilot 古いファイルは残さず削除してください。また、ymlごとにmdを作成してください。 また、それらへのリンクをREADMEに配置してください。,,,
Tbearden10/cheapraidbanners#28:issue_comment:3702965411,Tbearden10/cheapraidbanners,28,Tbearden10,reviewer,early,"@copilot dont forget that during the dedupe, we want to keep the completed versions to ensure we dont loose a swapped character instance or other similar ones",False,True,,0,True,True,2.645,Clean up excessive logging and fix instance double-counting,,,,,,,,,
dotnet/runtime#122791:review_comment:2655527598,dotnet/runtime,122791,jkotas,reviewer,early,@copilot Make sure to do matching changes under src\mono to fix build breaks,True,True,0.235,3,True,True,47.828,"Consolidate runtime helpers (X86Base, Interlocked, Buffer) across CoreCLR and NativeAOT",jkotas,```suggestion ```,jkotas,```suggestion ```,jkotas,```suggestion ```,,,
mgradwohl/tasksmack#303:issue_comment:3703172176,mgradwohl/tasksmack,303,mgradwohl,reviewer,early,@copilot What's next?,True,True,0.917,3,True,True,19.758,[FEATURE] GPU Support - Phases 1-5: Foundation + Multi-Vendor Cross-Platform Implementation,mgradwohl,@copilot let's do the next steps,mgradwohl,@copilot workflows are done and have failed,mgradwohl,@copilot workflows are running now.,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702778467,FreeForCharity/FFC-EX-PAGboosters.org,28,clarkemoyer,reviewer,early,"@copilot `<div style=""position:relative;overflow:hidden;height:450px;width:100%;""><iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe></div>` Can you read this?",True,True,0.197,3,True,True,7.165,"Add Zeffy fundraising campaigns with modal popup integration, navigation donate button, footer donation form, and meet schedule integration",clarkemoyer,@copilot The issue is not about reading code from an image. You were successful reading it from an image. The issue was the user did not put the code into markdown code blocks with a tick surrounding the iframe. Please double check every comment and indicate back exactly what was perceived as code to ensure that everything was operating properly.,clarkemoyer,"@copilot here is one of the popup modals again but in ticks `zeffy-form-link=""https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039?modal=true""` `<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>` Does this change your opinion of the prior comments and whether or not you fully read the code.",clarkemoyer,"@copilot here is an image of exactly what the user sees when copying the code. We need to indicate instructions that ensure less technical users understand what elements do and do not have to be put into a code block <img width=""1008"" height=""2244"" alt=""Screenshot_20251231-145935"" src=""https://github.com/user-attachments/assets/a48a2b5f-c3e1-47b0-9e27-ecce8e586ee8"" />",,,
julienstroheker/AzHexGate#28:issue_comment:3703214032,julienstroheker/AzHexGate,28,julienstroheker,reviewer,early,"@copilot Fix the following lint errors ``` Error: client/tunnel/listener_test.go:18:6: Function 'TestListener_HandleHTTPRequest' has too many statements (42 > 40) (funlen) func TestListener_HandleHTTPRequest(t *testing.T) { ^ Error: client/tunnel/listener_test.go:94:6: Function 'TestListener_HandlePOSTRequest' has too many statements (42 > 40) (funlen) func TestListener_HandlePOSTRequest(t *testing.T) { ^ Error: client/tunnel/listener_test.go:292:6: Function 'TestListener_MultipleRequests' has too many statements (48 > 40) (funlen) func TestListener_MultipleRequests(t *testing.T) { ^ Error: client/cmd/start_test.go:42:2: ineffectual assignment to output (ineffassign) output := buf.String() ^ Error: client/cmd/start_test.go:134:1: The line is 131 characters long, which exceeds the maximum of 120 characters. (lll) output, _ := runStartCommandWithTimeout(t, []string{""start"", ""--port"", ""8080"", ""--api-url"", mockServer.URL}, 500*time.Millisecond) ^ Error: client/tunnel/listener_test.go:302:10: QF1012: Use fmt.Fprintf(...) instead of Write([]byte(fmt.Sprintf(...))) (staticcheck) _, _ = w.Write([]byte(fmt.Sprintf(""Request #%d"", count))) ^ 6 issues: * funlen: 3 * ineffassign: 1 * lll: 1 * staticcheck: 1 Error: Process completed with exit code 1. ```",True,True,0.141,3,True,True,14.949,Implement local client listener loop with raw TCP forwarding,julienstroheker,"@copilot here the new ci lint error ``` Error: client/tunnel/listener_test.go:80:13: string `GET /test HTTP/1.1 Host: example.com ` has 3 occurrences, make it a constant (goconst) request := ""GET /test HTTP/1.1\r\nHost: example.com\r\n\r\n"" ^ 1 issues: * goconst: 1 Error: Process completed with exit code 1. ```",julienstroheker,"@copilot The integration test in the CI `.github/workflows/ci.yml` is hanging forever with ``` Run echo ""Starting gateway server in background..."" echo ""Starting gateway server in background..."" ./gateway-server start --port 8080 & GATEWAY_PID=$! echo ""Gateway PID: $GATEWAY_PID"" # Wait for server to start echo ""Waiting for server to start..."" sleep 2 # Test CLI with verbose mode to see request ID and full logs echo ""Testing CLI start command with verbose mode:"" OUTPUT=$(./azhexgate start -p 3000 --api-url http://localhost:8080 -v 2>&1) echo ""$OUTPUT"" # Verify request ID header is present in logs if ! echo ""$OUTPUT"" | grep -q ""X-Client-Request-Id""; then echo ""ERROR: Request ID header not found in logs"" kill $GATEWAY_PID exit 1 fi echo ""✓ Request ID header found in logs"" # Verify request and response logging if ! echo ""$OUTPUT"" | grep -q ""HTTP Request""; then echo ""ERROR: HTTP Request log not found"" kill $GATEWAY_PID exit 1 fi echo ""✓ HTTP Request logged"" if ! echo ""$OUTPUT"" | grep -q ""HTTP Response""; then echo ""ERROR: HTTP Response log not found"" kill $GATEWAY_PID exit 1 fi echo ""✓ HTTP Response logged"" # Verify tunnel established if ! echo ""$OUTPUT"" | grep -q ""Tunnel established""; then echo ""ERROR: Tunnel not established"" kill $GATEWAY_PID exit 1 fi echo ""✓ Tunnel established successfully"" # Verify public URL printed if ! echo ""$OUTPUT"" | grep -q ""Public URL:""; then echo ""ERROR: Public URL not printed"" kill $GATEWAY_PID exit 1 fi echo ""✓ Public URL printed"" # Clean up kill $GATEWAY_PID echo ""Integration test (success path) passed!"" shell: /usr/bin/bash -e {0} Starting gateway server in background... Gateway PID: 3297 Waiting for server to start... 2026-01-01T03:38:37Z INFO Logger initialized level=INFO format=console 2026-01-01T03:38:37Z INFO Starting gateway server port=8080 2026-01-01T03:38:37Z INFO Gateway listening port=8080 Testing CLI start command with verbose mode: 2026-01-01T03:38:39Z INFO Request received method=POST path=/api/tunnels remote_addr=[::1]:35702 request_id=18576940-6157-491c-9a2b-394198c55268 client_request_id=a07cdc81-7520-4c92-a268-941de87512b1 2026-01-01T03:38:39Z INFO Response sent method=POST path=/api/tunnels remote_addr=[::1]:35702 request_id=18576940-6157-491c-9a2b-394198c55268 client_request_id=a07cdc81-7520-4c92-a268-941de87512b1 status=200 duration=117.98µs0 ```",julienstroheker,Don't persist the logger in the struct pass it to the start function parameter instead.,,,
julienstroheker/AzHexGate#28:issue_comment:3703218866,julienstroheker/AzHexGate,28,julienstroheker,reviewer,early,"@copilot here the new ci lint error ``` Error: client/tunnel/listener_test.go:80:13: string `GET /test HTTP/1.1 Host: example.com ` has 3 occurrences, make it a constant (goconst) request := ""GET /test HTTP/1.1\r\nHost: example.com\r\n\r\n"" ^ 1 issues: * goconst: 1 Error: Process completed with exit code 1. ```",True,True,0.685,3,True,True,14.808,Implement local client listener loop with raw TCP forwarding,julienstroheker,"@copilot The integration test in the CI `.github/workflows/ci.yml` is hanging forever with ``` Run echo ""Starting gateway server in background..."" echo ""Starting gateway server in background..."" ./gateway-server start --port 8080 & GATEWAY_PID=$! echo ""Gateway PID: $GATEWAY_PID"" # Wait for server to start echo ""Waiting for server to start..."" sleep 2 # Test CLI with verbose mode to see request ID and full logs echo ""Testing CLI start command with verbose mode:"" OUTPUT=$(./azhexgate start -p 3000 --api-url http://localhost:8080 -v 2>&1) echo ""$OUTPUT"" # Verify request ID header is present in logs if ! echo ""$OUTPUT"" | grep -q ""X-Client-Request-Id""; then echo ""ERROR: Request ID header not found in logs"" kill $GATEWAY_PID exit 1 fi echo ""✓ Request ID header found in logs"" # Verify request and response logging if ! echo ""$OUTPUT"" | grep -q ""HTTP Request""; then echo ""ERROR: HTTP Request log not found"" kill $GATEWAY_PID exit 1 fi echo ""✓ HTTP Request logged"" if ! echo ""$OUTPUT"" | grep -q ""HTTP Response""; then echo ""ERROR: HTTP Response log not found"" kill $GATEWAY_PID exit 1 fi echo ""✓ HTTP Response logged"" # Verify tunnel established if ! echo ""$OUTPUT"" | grep -q ""Tunnel established""; then echo ""ERROR: Tunnel not established"" kill $GATEWAY_PID exit 1 fi echo ""✓ Tunnel established successfully"" # Verify public URL printed if ! echo ""$OUTPUT"" | grep -q ""Public URL:""; then echo ""ERROR: Public URL not printed"" kill $GATEWAY_PID exit 1 fi echo ""✓ Public URL printed"" # Clean up kill $GATEWAY_PID echo ""Integration test (success path) passed!"" shell: /usr/bin/bash -e {0} Starting gateway server in background... Gateway PID: 3297 Waiting for server to start... 2026-01-01T03:38:37Z INFO Logger initialized level=INFO format=console 2026-01-01T03:38:37Z INFO Starting gateway server port=8080 2026-01-01T03:38:37Z INFO Gateway listening port=8080 Testing CLI start command with verbose mode: 2026-01-01T03:38:39Z INFO Request received method=POST path=/api/tunnels remote_addr=[::1]:35702 request_id=18576940-6157-491c-9a2b-394198c55268 client_request_id=a07cdc81-7520-4c92-a268-941de87512b1 2026-01-01T03:38:39Z INFO Response sent method=POST path=/api/tunnels remote_addr=[::1]:35702 request_id=18576940-6157-491c-9a2b-394198c55268 client_request_id=a07cdc81-7520-4c92-a268-941de87512b1 status=200 duration=117.98µs0 ```",julienstroheker,Don't persist the logger in the struct pass it to the start function parameter instead.,julienstroheker,Take the logger in parameter here,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702700055,FreeForCharity/FFC-EX-PAGboosters.org,28,clarkemoyer,reviewer,early,"@copilot here are the two lines for the comedy night fundraiser zeffy-form-link=""https://www.zeffy.com/embed/ticketing/wise-crackers-comedy-charity-night?modal=true"" <script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",True,True,0.273,3,True,True,8.112,"Add Zeffy fundraising campaigns with modal popup integration, navigation donate button, footer donation form, and meet schedule integration",clarkemoyer,"@copilot here is the send out girls to states code zeffy-form-link=""https://www.zeffy.com/embed/donation-form/1bbf7eac-7a56-419e-8aab-7d39111709a7?modal=true"" <script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script> Each campaign always has a unique form ID. We need to make sure that we are confirming the exact correct form ID for each campaign. No campaign or button shares a form ID unless it is the exact same campaign. Identify all instances where the zephy formulite is not unique and ensure that in the readme documentation each zephy form ID is fully expressed without any shortening or assumptions.",clarkemoyer,"@copilot here is the code for the fly away meet fundraiser. This is a fundraiser that helps to send a portion of the team to an out-of-state meet. These mates are generally larger and in major cities outside of region 7 and helped to expand State College gymnastics beyond the Region 7 boundaries. This year's meat is in Tampa, Florida. zeffy-form-link=""https://www.zeffy.com/embed/ticketing/fly-away-meet-registration?modal=true"" <script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",clarkemoyer,"@copilot here is the campaign code for new backpacks for the new gymnasts. When a gymnast starts on team, they have to get brand new backpacks and other gear. This fundraiser helps to reduce the cost of entry for our youngest team members. zeffy-form-link=""https://www.zeffy.com/embed/donation-form/backpacks-new-gymnasts?modal=true"" <script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",,,
julienstroheker/AzHexGate#28:issue_comment:3703242226,julienstroheker/AzHexGate,28,julienstroheker,reviewer,early,"@copilot The integration test in the CI `.github/workflows/ci.yml` is hanging forever with ``` Run echo ""Starting gateway server in background..."" echo ""Starting gateway server in background..."" ./gateway-server start --port 8080 & GATEWAY_PID=$! echo ""Gateway PID: $GATEWAY_PID"" # Wait for server to start echo ""Waiting for server to start..."" sleep 2 # Test CLI with verbose mode to see request ID and full logs echo ""Testing CLI start command with verbose mode:"" OUTPUT=$(./azhexgate start -p 3000 --api-url http://localhost:8080 -v 2>&1) echo ""$OUTPUT"" # Verify request ID header is present in logs if ! echo ""$OUTPUT"" | grep -q ""X-Client-Request-Id""; then echo ""ERROR: Request ID header not found in logs"" kill $GATEWAY_PID exit 1 fi echo ""✓ Request ID header found in logs"" # Verify request and response logging if ! echo ""$OUTPUT"" | grep -q ""HTTP Request""; then echo ""ERROR: HTTP Request log not found"" kill $GATEWAY_PID exit 1 fi echo ""✓ HTTP Request logged"" if ! echo ""$OUTPUT"" | grep -q ""HTTP Response""; then echo ""ERROR: HTTP Response log not found"" kill $GATEWAY_PID exit 1 fi echo ""✓ HTTP Response logged"" # Verify tunnel established if ! echo ""$OUTPUT"" | grep -q ""Tunnel established""; then echo ""ERROR: Tunnel not established"" kill $GATEWAY_PID exit 1 fi echo ""✓ Tunnel established successfully"" # Verify public URL printed if ! echo ""$OUTPUT"" | grep -q ""Public URL:""; then echo ""ERROR: Public URL not printed"" kill $GATEWAY_PID exit 1 fi echo ""✓ Public URL printed"" # Clean up kill $GATEWAY_PID echo ""Integration test (success path) passed!"" shell: /usr/bin/bash -e {0} Starting gateway server in background... Gateway PID: 3297 Waiting for server to start... 2026-01-01T03:38:37Z INFO Logger initialized level=INFO format=console 2026-01-01T03:38:37Z INFO Starting gateway server port=8080 2026-01-01T03:38:37Z INFO Gateway listening port=8080 Testing CLI start command with verbose mode: 2026-01-01T03:38:39Z INFO Request received method=POST path=/api/tunnels remote_addr=[::1]:35702 request_id=18576940-6157-491c-9a2b-394198c55268 client_request_id=a07cdc81-7520-4c92-a268-941de87512b1 2026-01-01T03:38:39Z INFO Response sent method=POST path=/api/tunnels remote_addr=[::1]:35702 request_id=18576940-6157-491c-9a2b-394198c55268 client_request_id=a07cdc81-7520-4c92-a268-941de87512b1 status=200 duration=117.98µs0 ```",True,True,13.349,3,True,True,14.123,Implement local client listener loop with raw TCP forwarding,julienstroheker,Don't persist the logger in the struct pass it to the start function parameter instead.,julienstroheker,Take the logger in parameter here,julienstroheker,Take the logger as parameter here.,,,
JosunLP/api-faker#2:issue_comment:3703056116,JosunLP/api-faker,2,JosunLP,reviewer,early,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621530899),True,True,2.618,3,True,True,1151.724,Add installer script and CLI update functionality,JosunLP,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621573025),JosunLP,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621624788),JosunLP,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3622815204),,,
goataka/attendance-kit#7:review_comment:2655066531,goataka/attendance-kit,7,goataka,reviewer,early,@copilot アカウント単位のデプロイもGitHub Actionsでできる。 また、アクションとＣＤＫを分離して、環境毎とアカウント毎で別にデプロイされるようにしてください。また、トリガーとなるファイルもそれぞれ適切に分けてください。 仕様なども合わせて変えてください。,True,True,13.538,1,True,True,23.99,AWS利用金額アラート機能の実装完了（アカウント単位監視 + GitHub Actions自動デプロイ）,goataka,@copilot 古いファイルは残さず削除してください。また、ymlごとにmdを作成してください。 また、それらへのリンクをREADMEに配置してください。,,,,,,,
karlokarate/FishIT-Player#543:issue_comment:3702928416,karlokarate/FishIT-Player,543,karlokarate,reviewer,late,@copilot FINAL XTREAM GOLD CHECK 1) Verify allowed_output_formats handling: - missing/null -> WARN + default m3u8 - empty list -> FAIL FAST - trim/lowercase normalization 2) Verify lazy re-init: - mutex-protected - bounded by timeout - runs off main thread - clear actionable errors 3) Verify no masked fallbacks: - no demo stream - resolver propagates errors Run: ./gradlew test ./gradlew :app-v2:assembleDebug,True,True,0.326,2,True,True,0.889,"Harden Xtream playback: policy-driven formats, thread-safe lazy re-init, explicit errors",karlokarate,"@copilot Make Xtream hardening PR mergeable without changing behavior. 1) Confirm XtreamPlaybackSourceFactoryImplTest failures are pre-existing and unrelated. 2) Fix the test parameters/expectations to match current APIs (preferred), WITHOUT changing production logic. 3) If immediate fix is not possible: - Disable the failing test with @Ignore/@Disabled - Add a short reason + link to a new GitHub issue - Ensure CI is green. Acceptance: - ./gradlew test is green (or only the quarantined test is excluded with an issue link). - No production behavior changes in Xtream playback hardening.",karlokarate,"@copilot Cleanup disabled XtreamPlaybackSourceFactoryImplTest: - Replace filename-based disabling with @Disabled + short reason + issue link, OR delete the test file if it is obsolete. - Ensure CI remains green.",,,,,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702989184,MohamadKhaledAbbas/BreadBagCounterSystem,68,MohamadKhaledAbbas,reviewer,late,"@copilot Could you check again about this issue and resolve ? 2026-01-01 01:41:34.902 | WARNING | BreadCounter | [Retention] Error deleting segment 264: [Errno 2] No such file or directory: '/home/sunrise/BreadCounting/data/spool/seg_000264.bin' 2026-01-01 01:41:34.902 | DEBUG | BreadCounter | [SpoolProcessor] 📤 Frame published: frame_index=1768 seq=4084 session=d94c34f2 segment=264 data_len=21583 2026-01-01 01:41:34.904 | WARNING | BreadCounter | [Retention] Error deleting segment 265: [Errno 2] No such file or directory: '/home/sunrise/BreadCounting/data/spool/seg_000265.bin' 2026-01-01 01:41:34.905 | INFO | BreadCounter | [Retention] Cleanup pass: deleted 2 segments, freed 3094.0 KB 2026-01-01 01:41:34.909 | ERROR | BreadCounter | [SpoolProcessor] 🔴 CRITICAL: Current segment disappeared: segment=264 available_segments=30",False,True,,0,True,True,0.593,V7: Production robustness and observability for ACK-free spooling pipeline with simplified architecture,,,,,,,,,
Hack23/blacktrigram#1056:issue_comment:3702996201,Hack23/blacktrigram,1056,pethers,reviewer,late,"@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621484259) also investigate player animations arms legs/head, face skeleton . look strange",True,True,0.731,1,True,True,1.202,"Optimize UI/UX rendering for 60fps with React.memo, throttling, and GPU acceleration",pethers,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621527946),,,,,,,
karlokarate/FishIT-Player#543:issue_comment:3702946302,karlokarate/FishIT-Player,543,karlokarate,reviewer,late,"@copilot Make Xtream hardening PR mergeable without changing behavior. 1) Confirm XtreamPlaybackSourceFactoryImplTest failures are pre-existing and unrelated. 2) Fix the test parameters/expectations to match current APIs (preferred), WITHOUT changing production logic. 3) If immediate fix is not possible: - Disable the failing test with @Ignore/@Disabled - Add a short reason + link to a new GitHub issue - Ensure CI is green. Acceptance: - ./gradlew test is green (or only the quarantined test is excluded with an issue link). - No production behavior changes in Xtream playback hardening.",True,True,0.227,1,True,True,0.563,"Harden Xtream playback: policy-driven formats, thread-safe lazy re-init, explicit errors",karlokarate,"@copilot Cleanup disabled XtreamPlaybackSourceFactoryImplTest: - Replace filename-based disabling with @Disabled + short reason + issue link, OR delete the test file if it is obsolete. - Ensure CI remains green.",,,,,,,
