repo_name,pr_number,review_id,user_login,submitted_at,state,body,contains_ai_reference
gabrielramos-rc/exam-study-app,21,3621506921,claude[bot],2025-12-31T23:03:13Z,APPROVED,All previously reported issues have been resolved. The implementation looks solid with only minor non-blocking observations noted in my review comment above.,False
gabrielramos-rc/exam-study-app,21,3621506992,sentry[bot],2025-12-31T23:03:23Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621513699,claude[bot],2025-12-31T23:08:50Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621513713,claude[bot],2025-12-31T23:08:51Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621513785,claude[bot],2025-12-31T23:08:52Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621513830,claude[bot],2025-12-31T23:08:53Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621513870,coderabbitai[bot],2025-12-31T23:08:55Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621513882,coderabbitai[bot],2025-12-31T23:08:55Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621513894,coderabbitai[bot],2025-12-31T23:08:57Z,COMMENTED,,False
gabrielramos-rc/exam-study-app,21,3621515007,claude[bot],2025-12-31T23:09:45Z,COMMENTED,See my detailed review comment above. Overall the implementation looks solid with 4 previously reported issues now resolved. One minor documentation link issue remains.,False
gabrielramos-rc/exam-study-app,21,3621516717,coderabbitai[bot],2025-12-31T23:10:45Z,COMMENTED,"**Actionable comments posted: 0**

<details>
<summary>🧹 Nitpick comments (2)</summary><blockquote>

<details>
<summary>src/app/admin/exams/[examId]/import/page.tsx (1)</summary><blockquote>

`149-152`: **Consider making the documentation reference more accessible.**

The inline file path reference prevents the 404 error from the previous `/docs/question-format` link, which is good. However, users cannot easily view the formatting guide. Consider adding a ""View in GitHub"" link or creating a `/docs/question-format` page that displays the content of `.claude/docs/09-question-format.md`.



<details>
<summary>Example: Add a GitHub link</summary>

```diff
 <p className=""mt-4"">
   See the{' '}
   <code className=""bg-muted px-1 rounded"">.claude/docs/09-question-format.md</code>{' '}
-  file for detailed formatting instructions.
+  file for detailed formatting instructions, or{' '}
+  <a 
+    href=""https://github.com/gabrielramos-rc/exam-study-app/blob/dev/.claude/docs/09-question-format.md""
+    target=""_blank""
+    rel=""noopener noreferrer""
+    className=""text-primary hover:underline""
+  >
+    view it on GitHub
+  </a>.
 </p>
```

</details>

</blockquote></details>
<details>
<summary>src/components/import/import-dropzone.tsx (1)</summary><blockquote>

`116-220`: **Upload flow is now correct.**

The processing state now updates inside the XHR load event handler (line 151-159), ensuring the upload completes before showing ""Processing..."". The cleanup of `xhrRef.current` and early return on cancel (line 206-209) prevent state updates after unmount.



**Optional: Consider using a custom error type instead of string comparison.**

Line 207 checks `error.message === 'Upload was cancelled'`, which is fragile if the message changes. A custom error class or error code would be more robust.



<details>
<summary>Example: Custom error class</summary>

Add a custom error class at the top of the file:

```typescript
class UploadCancelledError extends Error {
  constructor() {
    super('Upload was cancelled');
    this.name = 'UploadCancelledError';
  }
}
```

Then update the abort handler:

```diff
 xhr.addEventListener('abort', () => {
-  reject(new Error('Upload was cancelled'));
+  reject(new UploadCancelledError());
 });
```

And the error check:

```diff
 // Don't update state if upload was cancelled (component unmounting)
-if (error instanceof Error && error.message === 'Upload was cancelled') {
+if (error instanceof UploadCancelledError) {
   return;
 }
```

</details>

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used**: Organization UI

**Review profile**: CHILL

**Plan**: Pro

<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 231bea424f2b733714f3cc6a9b9abb83d7161245 and bf50cddadcb24c5ebe7f45ef722b40fe05aeacaf.

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `src/app/admin/exams/[examId]/import/page.tsx`
* `src/components/import/import-dropzone.tsx`

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>📓 Path-based instructions (1)</summary>

<details>
<summary>src/components/**/*.{ts,tsx}</summary>


**📄 CodeRabbit inference engine (CLAUDE.md)**

> Use React 19 with TypeScript for component development in src/components/

Files:
- `src/components/import/import-dropzone.tsx`

</details>

</details><details>
<summary>🧠 Learnings (1)</summary>

<details>
<summary>📓 Common learnings</summary>

```
Learnt from: CR
Repo: gabrielramos-rc/exam-study-app PR: 0
File: CLAUDE.md:0-0
Timestamp: 2025-12-29T22:55:28.662Z
Learning: Use ZIP file-based question import supporting markdown and JSON formats with parser in lib/parsers/
```

</details>

</details><details>
<summary>🧬 Code graph analysis (1)</summary>

<details>
<summary>src/components/import/import-dropzone.tsx (6)</summary><blockquote>

<details>
<summary>src/types/import.ts (3)</summary>

* `ImportResult` (33-50)
* `ImportProgress` (17-28)
* `ImportDropzoneState` (55-64)

</details>
<details>
<summary>src/lib/config/upload.ts (2)</summary>

* `validateUploadFile` (36-52)
* `UPLOAD_CONFIG` (6-30)

</details>
<details>
<summary>src/components/ui/card.tsx (2)</summary>

* `Card` (85-85)
* `CardContent` (91-91)

</details>
<details>
<summary>src/components/ui/button.tsx (1)</summary>

* `Button` (62-62)

</details>
<details>
<summary>src/components/ui/progress.tsx (1)</summary>

* `Progress` (31-31)

</details>
<details>
<summary>src/lib/utils.ts (1)</summary>

* `cn` (4-6)

</details>

</blockquote></details>

</details>

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms. You can increase the timeout in your CodeRabbit configuration to a maximum of 15 minutes (900000ms). (4)</summary>

* GitHub Check: Build Docker Image
* GitHub Check: lighthouse
* GitHub Check: Seer Code Review
* GitHub Check: Claude Review

</details>

<details>
<summary>🔇 Additional comments (5)</summary><blockquote>

<details>
<summary>src/app/admin/exams/[examId]/import/page.tsx (2)</summary><blockquote>

`21-66`: **LGTM! Clean fetch pattern with proper cleanup.**

The AbortController cleanup pattern is well-implemented, and error handling appropriately distinguishes between abort errors and actual failures. The component correctly manages loading and error states.

---

`68-76`: **LGTM! Correct state update logic.**

The optimistic update to the question count after successful import is implemented correctly, using the spread operator to maintain immutability and safely handling the null case.

</blockquote></details>
<details>
<summary>src/components/import/import-dropzone.tsx (3)</summary><blockquote>

`45-56`: **LGTM! XHR cleanup properly implemented.**

The useEffect cleanup pattern correctly aborts any pending upload when the component unmounts, preventing memory leaks and state updates on unmounted components. This addresses the previous concern about XHR lifecycle management.

---

`235-293`: **LGTM! Comprehensive result display.**

The completed state provides clear feedback about the import outcome, showing imported counts, skipped items, and errors. The truncation pattern (showing first 3 items + count) is user-friendly.

---

`348-394`: **LGTM! Well-implemented dropzone with good UX.**

The drag-and-drop interface is intuitive, with appropriate visual feedback for different states (active drag, errors, disabled). The dynamic text based on `isDragActive` (line 374) correctly addresses the previous duplicate ternary issue.

</blockquote></details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",True
gabrielramos-rc/exam-study-app,21,3621516734,coderabbitai[bot],2025-12-31T23:10:48Z,APPROVED,,False
githubnext/gh-aw,8362,3621513506,pelikhan,2025-12-31T23:08:48Z,COMMENTED,,False
githubnext/gh-aw,8362,3621517185,copilot-swe-agent[bot],2025-12-31T23:11:59Z,COMMENTED,,False
ivviiviivvi/.github,148,3621514250,copilot-pull-request-reviewer[bot],2025-12-31T23:09:03Z,COMMENTED,"## Pull request overview

This PR addresses Issue #109 by establishing a formal secret scanning infrastructure after validating that no secrets exist in the codebase. The changes add configuration files for secret scanning tools and comprehensive documentation of the automated scanning processes.

**Key changes:**
- Added configuration files (`.gitleaks.toml`, `.secrets.baseline`) to manage secret scanning tools
- Enhanced SECURITY.md with detailed documentation of the automated secret scanning system including tools, schedules, workflows, and response procedures

### Reviewed changes

Copilot reviewed 3 out of 3 changed files in this pull request and generated 1 comment.

| File | Description |
| ---- | ----------- |
| `.gitleaks.toml` | Configuration file with allowlist structure for managing Gitleaks false positives and custom rules |
| `.secrets.baseline` | detect-secrets baseline configuration with all default plugins and filters enabled |
| `docs/SECURITY.md` | Added comprehensive ""Automated Secret Scanning"" section documenting tools, workflows, scan schedules, and response procedures |



",True
ivviiviivvi/.github,148,3621596208,copilot-swe-agent[bot],2026-01-01T04:01:05Z,COMMENTED,,False
ivviiviivvi/.github,148,3621616897,github-actions[bot],2026-01-01T05:32:50Z,APPROVED,🤖 Auto-approved by automation (bot-generated PR),False
ivviiviivvi/.github,148,3621621674,llamapreview[bot],2026-01-01T05:51:26Z,COMMENTED,"# [AI Code Review by LlamaPReview](https://jetxu-llm.github.io/LlamaPReview-site/)

## 🎯 TL;DR & Recommendation
**Recommendation: Approve with suggestions**

This PR adds essential secret scanning configuration and documentation, but introduces minor maintainability and documentation inconsistencies that should be addressed.

### 📄 Documentation Diagram
**This diagram documents the new secret scanning configuration and documentation workflow introduced by this PR.**
```mermaid
sequenceDiagram
    participant D as Developer
    participant W as Scan Workflow
    participant C as Config Files
    participant Doc as SECURITY.md
    D->>W: Triggers scan (push/PR)
    W->>C: Reads .gitleaks.toml, .secrets.baseline
    note over C: PR #35;148 added configuration
    W->>Doc: References documented procedures
    note over Doc: PR #35;148 updated documentation
    W-->>D: Returns scan results
```

### 🌟 Strengths
- Comprehensive documentation covering scanning tools, schedule, and response procedures.
- Well-structured configuration files with helpful examples for future customization.

| Priority | File | Category | Impact Summary (≤12 words) | Anchors |
|----------|------|----------|----------------------------|---------|
| P2 | docs/SECURITY.md | Maintainability | Non-existent workflow references mislead documentation readers. | path:scan-for-secrets.yml |
| P2 | .gitleaks.toml | Maintainability | Example allowlist patterns risk overly permissive security bypasses. |  |
| P2 | docs/SECURITY.md | Documentation | Missing TruffleHog config mention creates documentation inconsistency. | path:.gitleaks.toml |
| P2 | .secrets.baseline | Maintainability | Default entropy thresholds may raise false positive rates. | symbol:Base64HighEntropyString |

### 🔍 Notable Themes
- **Documentation Consistency**: Multiple findings highlight gaps or inaccuracies in documentation, which could confuse users or hinder onboarding.
- **Configuration Safety**: Example configurations, while helpful, pose risks if misapplied without careful review, potentially undermining security scanning effectiveness.

<details>
<summary>⚠️ **Unanchored Suggestions (Manual Review Recommended)**</summary>

_The following suggestions could not be precisely anchored to a specific line in the diff. This can happen if the code is outside the changed lines, has been significantly refactored, or if the suggestion is a general observation. Please review them carefully in the context of the full file._

---

### 📁 File: `.secrets.baseline`

Speculative: The entropy limits for `Base64HighEntropyString` (4.5) and `HexHighEntropyString` (3.0) are the standard defaults for detect-secrets. While these are reasonable starting points, they are not calibrated for the specific content patterns of this `.github` repository, which likely contains a lot of configuration, markdown, and YAML/TOML files with high-entropy strings like IDs, UUIDs, or hashes used legitimately. The unchanged default entropy thresholds may lead to a higher rate of false positives (e.g., git commit hashes, random IDs in configs). This increases the maintenance burden as developers must repeatedly audit and update the baseline for common, non-secret high-entropy strings.


**Suggestion:**
```
{
  ""name"": ""Base64HighEntropyString"",
  ""limit"": 4.5
  // Note: This is the default. Monitor for false positives from legitimate high-entropy data (e.g., config IDs, hashes).
},
{
  ""name"": ""HexHighEntropyString"",
  ""limit"": 3.0
  // Note: This is the default. May flag legitimate hex strings like git commit SHAs.
},
```

**Related Code:**
```
""plugins_used"": [
  {
    ""name"": ""Base64HighEntropyString"",
    ""limit"": 4.5
  },
  {
    ""name"": ""HexHighEntropyString"",
    ""limit"": 3.0
  },
  // ... other plugins
],
```

---
</details>

---
💡 **Have feedback?** We'd love to hear it in our [GitHub Discussions](https://github.com/JetXu-LLM/LlamaPReview-site/discussions).
✨ This review was generated by **LlamaPReview Advanced**, which is free for all open-source projects. [Learn more](https://jetxu-llm.github.io/LlamaPReview-site/).",True
paperless-ngx/ansible,279,3620919775,stevenengland,2025-12-31T13:40:13Z,CHANGES_REQUESTED,"@copilot please check, why the Code Testing workflow does not run to evaluate the changes applied? I assume that there will be changes necessary to the minimum supported ansible version.",True
paperless-ngx/ansible,279,3620952695,stevenengland,2025-12-31T14:03:40Z,CHANGES_REQUESTED,"I retargeted to main. Can you do something like that to trigger the synchronization?

git commit --amend --no-edit
git push -f

Otherwise the workflows won't run",False
paperless-ngx/ansible,279,3620975441,stevenengland,2025-12-31T14:22:42Z,CHANGES_REQUESTED,Seems like another issue is the cause. See the workflows error that molecule command is not found.,False
paperless-ngx/ansible,279,3621077649,stevenengland,2025-12-31T15:47:32Z,COMMENTED,Can you explain how the minimum version being 8 is conflicting with the constraint file which determines the current max. supported version?,False
paperless-ngx/ansible,279,3621082194,copilot-pull-request-reviewer[bot],2025-12-31T15:51:37Z,COMMENTED,"## Pull request overview

This PR fixes an ansible-core 2.20 compatibility issue by replacing the deprecated `version_compare` filter with the modern `version` test. The change ensures the role continues to work with newer Ansible versions while maintaining backward compatibility.

- Replaced deprecated `version_compare` filter with `version` test in version comparison assertion
- Updated Ansible version constraint from 11.1.0 to 13.2.0 to support ansible-core 2.20

### Reviewed changes

Copilot reviewed 2 out of 2 changed files in this pull request and generated no comments.

| File | Description |
| ---- | ----------- |
| tasks/preparation/platform.yml | Updated version comparison to use modern `version` test instead of deprecated `version_compare` filter; added trailing newline |
| .github/workflows/constraints.txt | Upgraded Ansible version from 11.1.0 to 13.2.0 for ansible-core 2.20 compatibility |





---

💡 <a href=""/paperless-ngx/ansible/new/main/.github/instructions?filename=*.instructions.md"" class=""Link--inTextBlock"" target=""_blank"" rel=""noopener noreferrer"">Add Copilot custom instructions</a> for smarter, more guided reviews. <a href=""https://docs.github.com/en/copilot/customizing-copilot/adding-repository-custom-instructions-for-github-copilot"" class=""Link--inTextBlock"" target=""_blank"" rel=""noopener noreferrer"">Learn how to get started</a>.",True
paperless-ngx/ansible,279,3621110242,stevenengland,2025-12-31T16:15:25Z,CHANGES_REQUESTED,Please have a look at my previous comment.,False
paperless-ngx/ansible,279,3621192030,stevenengland,2025-12-31T17:15:35Z,CHANGES_REQUESTED,But as you see it does not. Find the root cause for the error (examine the logs of the failing workflow) and fix the code. Don't stop before you find a fix that makes the workflows run successfully ,False
paperless-ngx/ansible,279,3621274564,stevenengland,2025-12-31T18:24:16Z,CHANGES_REQUESTED,"Well, that is absolutely not related to the issue. Let me help you: Read https://github.com/paperless-ngx/ansible/actions/runs/20624312068/job/59232637116#step:6:1 and go ahead fixing.",False
paperless-ngx/ansible,279,3621365009,stevenengland,2025-12-31T19:49:54Z,CHANGES_REQUESTED,So then remove all non essential changes introduced so far and keep only those really related to the issue (python 3.12 related),False
paperless-ngx/ansible,279,3621453353,stevenengland,2025-12-31T21:26:28Z,CHANGES_REQUESTED,"Linting failed: https://github.com/paperless-ngx/ansible/actions/runs/20626138965/job/59239700533?pr=279

And a test run failed: https://github.com/paperless-ngx/ansible/actions/runs/20626138938/job/59239700470?pr=279",False
paperless-ngx/ansible,279,3621506908,stevenengland,2025-12-31T23:03:09Z,CHANGES_REQUESTED,Failed again: https://github.com/paperless-ngx/ansible/actions/runs/20627535323/job/59240836750#step:7:1,False
paperless-ngx/ansible,279,3621529828,stevenengland,2025-12-31T23:28:11Z,CHANGES_REQUESTED,"See my last comment + test runs fail with:

fatal: [instance]: FAILED! => {""attempts"": 1, ""changed"": false, ""cmd"": [""/opt/paperless-ngx/.venv/bin/pip3"", ""install"", ""--upgrade"", ""-r"", ""/opt/paperless-ngx/requirements.txt""], ""msg"": ""stdout: Ignoring async-timeout: markers '(python_full_version < \""3.11.3\"" and sys_platform == \""darwin\"") or (python_full_version < \""3.11.3\"" and sys_platform == \""linux\"")' don't match your environment\nIgnoring exceptiongroup: markers '(python_full_version < \""3.11\"" and sys_platform == \""darwin\"") or (python_full_version < \""3.11\"" and sys_platform == \""linux\"")' don't match your environment\nIgnoring psycopg-c: markers '(python_full_version != \""3.12.*\"" and platform_machine == \""aarch64\"" and sys_platform == \""linux\"") or (python_full_version != \""3.12.*\"" and platform_machine == \""x86_64\"" and sys_platform == \""linux\"") or (platform_machine != \""aarch64\"" and platform_machine != \""x86_64\"" and sys_platform == \""linux\"") or sys_platform == \""darwin\""' don't match your environment\nIgnoring psycopg-c: markers 'python_full_version == \""3.12.*\"" and platform_machine == \""aarch64\"" and sys_platform == \""linux\""' don't match your environment\nCollecting psycopg-c@ https://github.com/paperless-ngx/builder/releases/download/psycopg-3.2.5/psycopg_c-3.2.5-cp312-cp312-linux_x86_64.whl (from -r /opt/paperless-ngx/requirements.txt (line 799))\n  Downloading https://github.com/paperless-ngx/builder/releases/download/psycopg-3.2.5/psycopg_c-3.2.5-cp312-cp312-linux_x86_64.whl (2.4 MB)\n     ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 2.4/2.4 MB 55.7 MB/s  0:00:00\nIgnoring zxing-cpp: markers '(python_full_version != \""3.12.*\"" and platform_machine == \""aarch64\"" and sys_platform == \""linux\"") or (python_full_version != \""3.12.*\"" and platform_machine == \""x86_64\"" and sys_platform == \""linux\"") or (platform_machine != \""aarch64\"" and platform_machine != \""x86_64\"" and sys_platform == \""linux\"") or sys_platform == \""darwin\""' don't match your environment\nIgnoring zxing-cpp: markers 'python_full_version == \""3.12.*\"" and platform_machine == \""aarch64\"" and sys_platform == \""linux\""' don't match your environment\nCollecting zxing-cpp@ https://github.com/paperless-ngx/builder/releases/download/zxing-2.3.0/zxing_cpp-2.3.0-cp312-cp312-linux_x86_64.whl (from -r /opt/paperless-ngx/requirements.txt (line 1393))\n  Downloading https://github.com/paperless-ngx/builder/releases/download/zxing-2.3.0/zxing_cpp-2.3.0-cp312-cp312-linux_x86_64.whl (957 kB)\n     ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 957.5/957.5 kB 95.4 MB/s  0:00:00\n\n:stderr: ERROR: THESE PACKAGES DO NOT MATCH THE HASHES FROM THE REQUIREMENTS FILE. If you have updated the package versions, please update the hashes. Otherwise, examine the package contents carefully; someone may have tampered with them.\n    zxing-cpp@ https://github.com/paperless-ngx/builder/releases/download/zxing-2.3.0/zxing_cpp-2.3.0-cp312-cp312-linux_x86_64.whl from https://github.com/paperless-ngx/builder/releases/download/zxing-2.3.0/zxing_cpp-2.3.0-cp312-cp312-linux_x86_64.whl (from -r /opt/paperless-ngx/requirements.txt (line 1393)):\n        Expected sha256 12ab08ffed947504ef01c103576c738725f3c1044ddc5b2b1fa524e664d94117\n             Got        15c6b1b6975a2a7d3dc679a05f6aed435753e39a105f37bed11098d00e0b5e79\n\n""}",False
